"","year","biomass","control.rule","sim"
"20599",2041,0,"low.biomass",7262
"20600",2042,0,"low.biomass",7262
"20601",2043,0,"low.biomass",7262
"20602",2044,0,"low.biomass",7262
"20603",2045,0,"low.biomass",7262
"20604",2046,0,"low.biomass",7262
"20605",2047,0,"low.biomass",7262
"20606",2048,0,"low.biomass",7262
"20607",2049,0,"low.biomass",7262
"20608",2050,0,"low.biomass",7262
"20609",2051,0,"low.biomass",7262
"20610",2052,0,"low.biomass",7262
"20611",2023,31196.673303533,"low.biomass",1374
"20612",2024,31948.965512758,"low.biomass",1374
"20613",2025,29866.2600604288,"low.biomass",1374
"20614",2026,36301.1745079693,"low.biomass",1374
"20615",2027,35080.9032981171,"low.biomass",1374
"20616",2028,27573.0049240306,"low.biomass",1374
"20617",2029,20187.3513078616,"low.biomass",1374
"20618",2030,15297.8011858524,"low.biomass",1374
"20619",2031,22484.846006516,"low.biomass",1374
"20620",2032,27202.8031597222,"low.biomass",1374
"20621",2033,22470.6517064891,"low.biomass",1374
"20622",2034,34556.8274560544,"low.biomass",1374
"20623",2035,48024.1539298811,"low.biomass",1374
"20624",2036,41952.6672291362,"low.biomass",1374
"20625",2037,36165.9793771637,"low.biomass",1374
"20626",2038,28845.0600953193,"low.biomass",1374
"20627",2039,22946.7380446867,"low.biomass",1374
"20628",2040,26163.3782770994,"low.biomass",1374
"20629",2041,30387.8309265421,"low.biomass",1374
"20630",2042,25854.2560699785,"low.biomass",1374
"20631",2043,20854.8550884034,"low.biomass",1374
"20632",2044,16559.0882135759,"low.biomass",1374
"20633",2045,13225.9713115355,"low.biomass",1374
"20634",2046,11326.6131399128,"low.biomass",1374
"20635",2047,8932.13633896945,"low.biomass",1374
"20636",2048,6362.97070829496,"low.biomass",1374
"20637",2049,6407.12475885525,"low.biomass",1374
"20638",2050,7188.09664221704,"low.biomass",1374
"20639",2051,7755.94549605901,"low.biomass",1374
"20640",2052,7469.92468876475,"low.biomass",1374
"20641",2023,13697.1992527814,"low.biomass",717
"20642",2024,15738.7011681738,"low.biomass",717
"20643",2025,16458.8331949213,"low.biomass",717
"20644",2026,34146.2171871103,"low.biomass",717
"20645",2027,88695.266155592,"low.biomass",717
"20646",2028,112999.933467757,"low.biomass",717
"20647",2029,108895.175415186,"low.biomass",717
"20648",2030,96499.0630485276,"low.biomass",717
"20649",2031,86171.3266024984,"low.biomass",717
"20650",2032,81334.9680616643,"low.biomass",717
"20651",2033,83098.8943092189,"low.biomass",717
"20652",2034,102091.249759114,"low.biomass",717
"20653",2035,115707.183966433,"low.biomass",717
"20654",2036,105388.510248272,"low.biomass",717
"20655",2037,89589.3765610134,"low.biomass",717
"20656",2038,76738.6430030625,"low.biomass",717
"20657",2039,62650.7775701534,"low.biomass",717
"20658",2040,53663.691941103,"low.biomass",717
"20659",2041,45287.4374894282,"low.biomass",717
"20660",2042,45185.2942061732,"low.biomass",717
"20661",2043,41107.5347389838,"low.biomass",717
"20662",2044,34724.4590847542,"low.biomass",717
"20663",2045,28781.8833788101,"low.biomass",717
"20664",2046,24732.6459075705,"low.biomass",717
"20665",2047,20861.0938471261,"low.biomass",717
"20666",2048,16730.8008280293,"low.biomass",717
"20667",2049,13108.6934233668,"low.biomass",717
"20668",2050,13455.1899873686,"low.biomass",717
"20669",2051,13863.7665834139,"low.biomass",717
"20670",2052,19669.1498834352,"low.biomass",717
"20671",2023,22158.9934937982,"low.biomass",501
"20672",2024,24013.1642192473,"low.biomass",501
"20673",2025,24014.4274046174,"low.biomass",501
"20674",2026,26752.9177140607,"low.biomass",501
"20675",2027,37764.9547874488,"low.biomass",501
"20676",2028,51279.9658605856,"low.biomass",501
"20677",2029,55159.4037053926,"low.biomass",501
"20678",2030,56157.4975134149,"low.biomass",501
"20679",2031,50336.5296592461,"low.biomass",501
"20680",2032,40956.0578185533,"low.biomass",501
"20681",2033,31239.1258532841,"low.biomass",501
"20682",2034,26638.264842975,"low.biomass",501
"20683",2035,29176.3280378962,"low.biomass",501
"20684",2036,51223.3620726905,"low.biomass",501
"20685",2037,62815.4887407934,"low.biomass",501
"20686",2038,71878.0970244342,"low.biomass",501
"20687",2039,76052.8666943256,"low.biomass",501
"20688",2040,74254.6410554957,"low.biomass",501
"20689",2041,81456.3705288608,"low.biomass",501
"20690",2042,76021.9886664443,"low.biomass",501
"20691",2043,57766.7751868907,"low.biomass",501
"20692",2044,48186.2042051386,"low.biomass",501
"20693",2045,36706.4867148275,"low.biomass",501
"20694",2046,29766.7361808513,"low.biomass",501
"20695",2047,27970.9815220927,"low.biomass",501
"20696",2048,0,"low.biomass",501
"20697",2049,0,"low.biomass",501
"20698",2050,0,"low.biomass",501
"20699",2051,0,"low.biomass",501
"20700",2052,0,"low.biomass",501
"20701",2023,29938.9032669044,"low.biomass",7087
"20702",2024,32002.6618460008,"low.biomass",7087
"20703",2025,36033.648653592,"low.biomass",7087
"20704",2026,35462.6502046363,"low.biomass",7087
"20705",2027,36319.861680111,"low.biomass",7087
"20706",2028,36791.310621685,"low.biomass",7087
"20707",2029,30775.8175355814,"low.biomass",7087
"20708",2030,25503.2700455508,"low.biomass",7087
"20709",2031,101989.295698232,"low.biomass",7087
"20710",2032,156270.927394788,"low.biomass",7087
"20711",2033,130046.20646145,"low.biomass",7087
"20712",2034,95183.643270413,"low.biomass",7087
"20713",2035,62849.6986229523,"low.biomass",7087
"20714",2036,42435.4640440006,"low.biomass",7087
"20715",2037,31686.1740746066,"low.biomass",7087
"20716",2038,0,"low.biomass",7087
"20717",2039,0,"low.biomass",7087
"20718",2040,0,"low.biomass",7087
"20719",2041,0,"low.biomass",7087
"20720",2042,0,"low.biomass",7087
"20721",2043,0,"low.biomass",7087
"20722",2044,0,"low.biomass",7087
"20723",2045,0,"low.biomass",7087
"20724",2046,0,"low.biomass",7087
"20725",2047,0,"low.biomass",7087
"20726",2048,0,"low.biomass",7087
"20727",2049,0,"low.biomass",7087
"20728",2050,0,"low.biomass",7087
"20729",2051,0,"low.biomass",7087
"20730",2052,0,"low.biomass",7087
"20731",2023,15185.693481342,"low.biomass",493
"20732",2024,15391.5871754317,"low.biomass",493
"20733",2025,13909.9254722422,"low.biomass",493
"20734",2026,15505.9356929011,"low.biomass",493
"20735",2027,16684.1235125755,"low.biomass",493
"20736",2028,15450.8177794816,"low.biomass",493
"20737",2029,13157.0997891786,"low.biomass",493
"20738",2030,27532.3434544074,"low.biomass",493
"20739",2031,41218.751069392,"low.biomass",493
"20740",2032,44399.8745837809,"low.biomass",493
"20741",2033,36817.5980648514,"low.biomass",493
"20742",2034,27247.0835429821,"low.biomass",493
"20743",2035,21121.529493889,"low.biomass",493
"20744",2036,35341.4368544528,"low.biomass",493
"20745",2037,39206.5134731484,"low.biomass",493
"20746",2038,30979.565709596,"low.biomass",493
"20747",2039,24171.6135764467,"low.biomass",493
"20748",2040,33655.1674765367,"low.biomass",493
"20749",2041,47842.0530996917,"low.biomass",493
"20750",2042,46029.933684278,"low.biomass",493
"20751",2043,38005.4388027229,"low.biomass",493
"20752",2044,30425.640161651,"low.biomass",493
"20753",2045,24118.5393578019,"low.biomass",493
"20754",2046,19795.1738706833,"low.biomass",493
"20755",2047,14815.6882487532,"low.biomass",493
"20756",2048,11689.0819012858,"low.biomass",493
"20757",2049,10551.9179506773,"low.biomass",493
"20758",2050,10189.4148947723,"low.biomass",493
"20759",2051,9157.25351125328,"low.biomass",493
"20760",2052,12698.0418198914,"low.biomass",493
"20761",2023,19771.580221391,"low.biomass",563
"20762",2024,17588.7557249566,"low.biomass",563
"20763",2025,16731.0859677994,"low.biomass",563
"20764",2026,15338.7636787821,"low.biomass",563
"20765",2027,21226.0828080729,"low.biomass",563
"20766",2028,21292.1022717162,"low.biomass",563
"20767",2029,18401.7477811853,"low.biomass",563
"20768",2030,21544.5852569992,"low.biomass",563
"20769",2031,22951.6875931707,"low.biomass",563
"20770",2032,20937.4344565542,"low.biomass",563
"20771",2033,19810.5441262651,"low.biomass",563
"20772",2034,28215.5017858906,"low.biomass",563
"20773",2035,30466.5116206851,"low.biomass",563
"20774",2036,34165.9422667565,"low.biomass",563
"20775",2037,45094.3645001484,"low.biomass",563
"20776",2038,42217.0684929384,"low.biomass",563
"20777",2039,33834.4965057541,"low.biomass",563
"20778",2040,26928.8444985145,"low.biomass",563
"20779",2041,27738.9337278303,"low.biomass",563
"20780",2042,26306.6760575973,"low.biomass",563
"20781",2043,20388.032524898,"low.biomass",563
"20782",2044,17935.5088474472,"low.biomass",563
"20783",2045,17456.7994011515,"low.biomass",563
"20784",2046,16126.3183639431,"low.biomass",563
"20785",2047,14326.1415024557,"low.biomass",563
"20786",2048,12301.4556448636,"low.biomass",563
"20787",2049,15585.4690360143,"low.biomass",563
"20788",2050,15384.3252700499,"low.biomass",563
"20789",2051,13107.4428220244,"low.biomass",563
"20790",2052,11952.9187420525,"low.biomass",563
"20791",2023,20294.3526306233,"low.biomass",8885
"20792",2024,24219.7944061643,"low.biomass",8885
"20793",2025,27356.2733657696,"low.biomass",8885
"20794",2026,30817.0466210859,"low.biomass",8885
"20795",2027,52276.8084646819,"low.biomass",8885
"20796",2028,80182.52044531,"low.biomass",8885
"20797",2029,77632.9111685523,"low.biomass",8885
"20798",2030,65856.4526375067,"low.biomass",8885
"20799",2031,63127.9319054896,"low.biomass",8885
"20800",2032,69803.125658106,"low.biomass",8885
"20801",2033,67594.4226462772,"low.biomass",8885
"20802",2034,81106.5791286297,"low.biomass",8885
"20803",2035,93698.1664724476,"low.biomass",8885
"20804",2036,97322.7550178932,"low.biomass",8885
"20805",2037,98208.5280792577,"low.biomass",8885
"20806",2038,110411.545272991,"low.biomass",8885
"20807",2039,269122.488309761,"low.biomass",8885
"20808",2040,312770.483042407,"low.biomass",8885
"20809",2041,284394.37422717,"low.biomass",8885
"20810",2042,243019.718912209,"low.biomass",8885
"20811",2043,187923.259639566,"low.biomass",8885
"20812",2044,146992.573129358,"low.biomass",8885
"20813",2045,114587.022619953,"low.biomass",8885
"20814",2046,57447.4057491412,"low.biomass",8885
"20815",2047,35524.662695739,"low.biomass",8885
"20816",2048,22266.6069540342,"low.biomass",8885
"20817",2049,16467.3619931308,"low.biomass",8885
"20818",2050,16040.9879138893,"low.biomass",8885
"20819",2051,18738.4517806715,"low.biomass",8885
"20820",2052,18355.3140763825,"low.biomass",8885
"20821",2023,19592.0541211141,"low.biomass",8563
"20822",2024,20316.4283218809,"low.biomass",8563
"20823",2025,20542.7829700776,"low.biomass",8563
"20824",2026,24464.4976043136,"low.biomass",8563
"20825",2027,81428.9267318378,"low.biomass",8563
"20826",2028,120681.703907839,"low.biomass",8563
"20827",2029,102678.418889761,"low.biomass",8563
"20828",2030,79646.4080951525,"low.biomass",8563
"20829",2031,56695.0899670621,"low.biomass",8563
"20830",2032,53560.3348489033,"low.biomass",8563
"20831",2033,64288.7565344597,"low.biomass",8563
"20832",2034,71121.7900247472,"low.biomass",8563
"20833",2035,70375.8112963424,"low.biomass",8563
"20834",2036,85791.9968553136,"low.biomass",8563
"20835",2037,121063.544584887,"low.biomass",8563
"20836",2038,118853.527612571,"low.biomass",8563
"20837",2039,96528.1913961612,"low.biomass",8563
"20838",2040,72973.0183007547,"low.biomass",8563
"20839",2041,73774.3503089553,"low.biomass",8563
"20840",2042,75857.722275766,"low.biomass",8563
"20841",2043,66900.0950163519,"low.biomass",8563
"20842",2044,51177.9163048911,"low.biomass",8563
"20843",2045,38451.0080285797,"low.biomass",8563
"20844",2046,31800.2966257045,"low.biomass",8563
"20845",2047,29141.4786569106,"low.biomass",8563
"20846",2048,23429.4466366666,"low.biomass",8563
"20847",2049,19608.5209267143,"low.biomass",8563
"20848",2050,15953.1563374271,"low.biomass",8563
"20849",2051,19320.2823533394,"low.biomass",8563
"20850",2052,21541.520298214,"low.biomass",8563
"20851",2023,22400.9750108158,"low.biomass",3075
"20852",2024,25226.0463231315,"low.biomass",3075
"20853",2025,25909.3762817866,"low.biomass",3075
"20854",2026,26449.1418913175,"low.biomass",3075
"20855",2027,26041.6619548627,"low.biomass",3075
"20856",2028,28823.3860838335,"low.biomass",3075
"20857",2029,28682.1492627132,"low.biomass",3075
"20858",2030,26678.8482709504,"low.biomass",3075
"20859",2031,23177.6722544583,"low.biomass",3075
"20860",2032,20660.7978197277,"low.biomass",3075
"20861",2033,45235.2332519193,"low.biomass",3075
"20862",2034,91011.0259793225,"low.biomass",3075
"20863",2035,94035.5730855897,"low.biomass",3075
"20864",2036,78064.8081614882,"low.biomass",3075
"20865",2037,61128.7393168467,"low.biomass",3075
"20866",2038,47942.7294417859,"low.biomass",3075
"20867",2039,37345.5281908799,"low.biomass",3075
"20868",2040,31822.3491889114,"low.biomass",3075
"20869",2041,26553.2156635486,"low.biomass",3075
"20870",2042,25758.7387296626,"low.biomass",3075
"20871",2043,25325.6195986547,"low.biomass",3075
"20872",2044,22081.2849492471,"low.biomass",3075
"20873",2045,21726.1953868238,"low.biomass",3075
"20874",2046,23112.8476191446,"low.biomass",3075
"20875",2047,20856.394845311,"low.biomass",3075
"20876",2048,19266.4768461614,"low.biomass",3075
"20877",2049,16654.2681415927,"low.biomass",3075
"20878",2050,15694.6196663738,"low.biomass",3075
"20879",2051,15139.8978029291,"low.biomass",3075
"20880",2052,13267.062180518,"low.biomass",3075
"20881",2023,15155.721694679,"low.biomass",2901
"20882",2024,18369.488827254,"low.biomass",2901
"20883",2025,19780.2501810864,"low.biomass",2901
"20884",2026,20055.3794117926,"low.biomass",2901
"20885",2027,19038.84819741,"low.biomass",2901
"20886",2028,25448.4736965965,"low.biomass",2901
"20887",2029,25002.5368086977,"low.biomass",2901
"20888",2030,22216.4153280017,"low.biomass",2901
"20889",2031,23474.3866944039,"low.biomass",2901
"20890",2032,24211.2946103046,"low.biomass",2901
"20891",2033,24160.349307645,"low.biomass",2901
"20892",2034,23724.7212471415,"low.biomass",2901
"20893",2035,19786.0117149291,"low.biomass",2901
"20894",2036,16780.3522711377,"low.biomass",2901
"20895",2037,15808.463827004,"low.biomass",2901
"20896",2038,19651.867503898,"low.biomass",2901
"20897",2039,22332.239729677,"low.biomass",2901
"20898",2040,21484.2745949692,"low.biomass",2901
"20899",2041,25408.4082596328,"low.biomass",2901
"20900",2042,25537.0185567869,"low.biomass",2901
"20901",2043,28505.8671257085,"low.biomass",2901
"20902",2044,32456.2167791898,"low.biomass",2901
"20903",2045,30268.8858382687,"low.biomass",2901
"20904",2046,27054.4976361801,"low.biomass",2901
"20905",2047,25593.0011663221,"low.biomass",2901
"20906",2048,20925.8253510491,"low.biomass",2901
"20907",2049,17564.2948861335,"low.biomass",2901
"20908",2050,13158.0033784313,"low.biomass",2901
"20909",2051,9318.69272269956,"low.biomass",2901
"20910",2052,7795.15065389263,"low.biomass",2901
"20911",2023,15436.7761515993,"low.biomass",6057
"20912",2024,16401.0428247092,"low.biomass",6057
"20913",2025,17132.2116218884,"low.biomass",6057
"20914",2026,95636.8722616474,"low.biomass",6057
"20915",2027,167788.787615465,"low.biomass",6057
"20916",2028,153812.901820846,"low.biomass",6057
"20917",2029,120539.582347196,"low.biomass",6057
"20918",2030,91987.7249141688,"low.biomass",6057
"20919",2031,69346.8021090162,"low.biomass",6057
"20920",2032,60748.5952923225,"low.biomass",6057
"20921",2033,56228.9383101115,"low.biomass",6057
"20922",2034,64803.6659476849,"low.biomass",6057
"20923",2035,67681.6190889382,"low.biomass",6057
"20924",2036,155149.710587977,"low.biomass",6057
"20925",2037,193121.461571686,"low.biomass",6057
"20926",2038,166185.120229632,"low.biomass",6057
"20927",2039,130250.829040825,"low.biomass",6057
"20928",2040,91525.2536720267,"low.biomass",6057
"20929",2041,65695.1512954179,"low.biomass",6057
"20930",2042,51241.0996612727,"low.biomass",6057
"20931",2043,42268.4547285229,"low.biomass",6057
"20932",2044,36248.4805832479,"low.biomass",6057
"20933",2045,26687.6092917958,"low.biomass",6057
"20934",2046,55905.5048330654,"low.biomass",6057
"20935",2047,71937.6855211846,"low.biomass",6057
"20936",2048,56532.7950479156,"low.biomass",6057
"20937",2049,43729.9076782342,"low.biomass",6057
"20938",2050,30920.6531878176,"low.biomass",6057
"20939",2051,0,"low.biomass",6057
"20940",2052,0,"low.biomass",6057
"20941",2023,15494.4712083843,"low.biomass",5180
"20942",2024,16126.4988350963,"low.biomass",5180
"20943",2025,15618.8247916718,"low.biomass",5180
"20944",2026,20492.6635866893,"low.biomass",5180
"20945",2027,28823.3032992677,"low.biomass",5180
"20946",2028,35030.4425258472,"low.biomass",5180
"20947",2029,43418.4177542645,"low.biomass",5180
"20948",2030,51829.5002203215,"low.biomass",5180
"20949",2031,71898.2335774739,"low.biomass",5180
"20950",2032,79991.0336028732,"low.biomass",5180
"20951",2033,70749.8558338088,"low.biomass",5180
"20952",2034,62621.3275860929,"low.biomass",5180
"20953",2035,97538.3619499864,"low.biomass",5180
"20954",2036,111549.894525591,"low.biomass",5180
"20955",2037,100002.96311286,"low.biomass",5180
"20956",2038,91771.071244461,"low.biomass",5180
"20957",2039,76511.5505400404,"low.biomass",5180
"20958",2040,132278.37089835,"low.biomass",5180
"20959",2041,152073.811511269,"low.biomass",5180
"20960",2042,120118.125366552,"low.biomass",5180
"20961",2043,94732.9469817795,"low.biomass",5180
"20962",2044,76857.2057662735,"low.biomass",5180
"20963",2045,63895.1049141428,"low.biomass",5180
"20964",2046,49919.3210510426,"low.biomass",5180
"20965",2047,27506.3454058609,"low.biomass",5180
"20966",2048,19697.2341232734,"low.biomass",5180
"20967",2049,25393.3315744248,"low.biomass",5180
"20968",2050,29914.3602068273,"low.biomass",5180
"20969",2051,22502.0022580673,"low.biomass",5180
"20970",2052,19531.8195821332,"low.biomass",5180
"20971",2023,22301.1227316286,"low.biomass",1262
"20972",2024,23734.9683538567,"low.biomass",1262
"20973",2025,24072.5076617659,"low.biomass",1262
"20974",2026,28747.3870509688,"low.biomass",1262
"20975",2027,33352.1983358498,"low.biomass",1262
"20976",2028,37733.8184103933,"low.biomass",1262
"20977",2029,60702.6647399793,"low.biomass",1262
"20978",2030,181462.306691682,"low.biomass",1262
"20979",2031,232592.731998496,"low.biomass",1262
"20980",2032,203507.114654645,"low.biomass",1262
"20981",2033,162270.0545395,"low.biomass",1262
"20982",2034,141732.290225355,"low.biomass",1262
"20983",2035,119235.793931427,"low.biomass",1262
"20984",2036,90623.4188330574,"low.biomass",1262
"20985",2037,0,"low.biomass",1262
"20986",2038,0,"low.biomass",1262
"20987",2039,0,"low.biomass",1262
"20988",2040,0,"low.biomass",1262
"20989",2041,0,"low.biomass",1262
"20990",2042,0,"low.biomass",1262
"20991",2043,0,"low.biomass",1262
"20992",2044,0,"low.biomass",1262
"20993",2045,0,"low.biomass",1262
"20994",2046,0,"low.biomass",1262
"20995",2047,0,"low.biomass",1262
"20996",2048,0,"low.biomass",1262
"20997",2049,0,"low.biomass",1262
"20998",2050,0,"low.biomass",1262
"20999",2051,0,"low.biomass",1262
"21000",2052,0,"low.biomass",1262
"21001",2023,21489.1961326194,"low.biomass",9474
"21002",2024,23648.4300396865,"low.biomass",9474
"21003",2025,25682.3567835832,"low.biomass",9474
"21004",2026,24880.0029320155,"low.biomass",9474
"21005",2027,24131.5600732199,"low.biomass",9474
"21006",2028,35940.4730524852,"low.biomass",9474
"21007",2029,36735.8584795806,"low.biomass",9474
"21008",2030,33538.2926855219,"low.biomass",9474
"21009",2031,30545.7005173308,"low.biomass",9474
"21010",2032,84170.9669939894,"low.biomass",9474
"21011",2033,118861.173143758,"low.biomass",9474
"21012",2034,105126.950809212,"low.biomass",9474
"21013",2035,93645.8733953185,"low.biomass",9474
"21014",2036,93014.7072354355,"low.biomass",9474
"21015",2037,90713.9893340066,"low.biomass",9474
"21016",2038,81673.4114061939,"low.biomass",9474
"21017",2039,53991.4982176319,"low.biomass",9474
"21018",2040,39400.638090857,"low.biomass",9474
"21019",2041,53395.3589685401,"low.biomass",9474
"21020",2042,55789.0285299795,"low.biomass",9474
"21021",2043,46510.0032985849,"low.biomass",9474
"21022",2044,37650.1514242436,"low.biomass",9474
"21023",2045,28178.6945502413,"low.biomass",9474
"21024",2046,21905.6285355922,"low.biomass",9474
"21025",2047,18814.7374232423,"low.biomass",9474
"21026",2048,10549.1622835431,"low.biomass",9474
"21027",2049,8836.5074105106,"low.biomass",9474
"21028",2050,7845.33117789838,"low.biomass",9474
"21029",2051,9290.83580280179,"low.biomass",9474
"21030",2052,11028.1503048007,"low.biomass",9474
"21031",2023,25160.2035605547,"low.biomass",9789
"21032",2024,22545.0504300215,"low.biomass",9789
"21033",2025,19385.4500582409,"low.biomass",9789
"21034",2026,39376.8437284519,"low.biomass",9789
"21035",2027,52789.1981495324,"low.biomass",9789
"21036",2028,38142.0988455452,"low.biomass",9789
"21037",2029,31302.4725548605,"low.biomass",9789
"21038",2030,30802.1100588556,"low.biomass",9789
"21039",2031,35002.0379784805,"low.biomass",9789
"21040",2032,34678.7796224706,"low.biomass",9789
"21041",2033,29117.396089814,"low.biomass",9789
"21042",2034,24984.9093343051,"low.biomass",9789
"21043",2035,24412.9876172185,"low.biomass",9789
"21044",2036,39852.7718534534,"low.biomass",9789
"21045",2037,39283.5073450606,"low.biomass",9789
"21046",2038,35907.4931156305,"low.biomass",9789
"21047",2039,36415.5585290726,"low.biomass",9789
"21048",2040,37470.1457633127,"low.biomass",9789
"21049",2041,35852.9812208101,"low.biomass",9789
"21050",2042,27679.6805147875,"low.biomass",9789
"21051",2043,22923.2495405188,"low.biomass",9789
"21052",2044,19294.730787907,"low.biomass",9789
"21053",2045,15065.523833254,"low.biomass",9789
"21054",2046,16266.1684647896,"low.biomass",9789
"21055",2047,15719.2279107929,"low.biomass",9789
"21056",2048,13227.5015926798,"low.biomass",9789
"21057",2049,12623.6991677856,"low.biomass",9789
"21058",2050,15601.9454367306,"low.biomass",9789
"21059",2051,16134.9488114005,"low.biomass",9789
"21060",2052,18789.8286733749,"low.biomass",9789
"21061",2023,25133.9591312196,"low.biomass",4533
"21062",2024,25373.5083260176,"low.biomass",4533
"21063",2025,23006.4077537214,"low.biomass",4533
"21064",2026,25044.5971472548,"low.biomass",4533
"21065",2027,22948.8255367159,"low.biomass",4533
"21066",2028,20013.9094772687,"low.biomass",4533
"21067",2029,14958.5681735398,"low.biomass",4533
"21068",2030,12512.3066775982,"low.biomass",4533
"21069",2031,10953.8812075528,"low.biomass",4533
"21070",2032,22690.4512903676,"low.biomass",4533
"21071",2033,27793.1733675027,"low.biomass",4533
"21072",2034,27826.7732607368,"low.biomass",4533
"21073",2035,22941.9834588906,"low.biomass",4533
"21074",2036,24840.5210491099,"low.biomass",4533
"21075",2037,28226.3431880652,"low.biomass",4533
"21076",2038,29985.0963905128,"low.biomass",4533
"21077",2039,24545.6588448307,"low.biomass",4533
"21078",2040,19114.6619704044,"low.biomass",4533
"21079",2041,18114.9650466675,"low.biomass",4533
"21080",2042,16305.0478029901,"low.biomass",4533
"21081",2043,18272.4445852831,"low.biomass",4533
"21082",2044,17612.9070460757,"low.biomass",4533
"21083",2045,16157.140695272,"low.biomass",4533
"21084",2046,15585.0574733438,"low.biomass",4533
"21085",2047,16327.0816414186,"low.biomass",4533
"21086",2048,15571.1797128517,"low.biomass",4533
"21087",2049,13940.2968177773,"low.biomass",4533
"21088",2050,10900.414535897,"low.biomass",4533
"21089",2051,9022.556345491,"low.biomass",4533
"21090",2052,8837.21420927982,"low.biomass",4533
"21091",2023,20386.781628622,"low.biomass",1582
"21092",2024,20275.4260902918,"low.biomass",1582
"21093",2025,20542.6305711984,"low.biomass",1582
"21094",2026,42309.6008018321,"low.biomass",1582
"21095",2027,51720.1830684177,"low.biomass",1582
"21096",2028,46016.659123882,"low.biomass",1582
"21097",2029,35131.5376736907,"low.biomass",1582
"21098",2030,30457.1713075727,"low.biomass",1582
"21099",2031,35937.8501000936,"low.biomass",1582
"21100",2032,63587.7803690657,"low.biomass",1582
"21101",2033,136435.705781241,"low.biomass",1582
"21102",2034,135607.531227212,"low.biomass",1582
"21103",2035,110278.912743629,"low.biomass",1582
"21104",2036,125380.140312527,"low.biomass",1582
"21105",2037,128071.816769745,"low.biomass",1582
"21106",2038,117541.5631999,"low.biomass",1582
"21107",2039,122561.454337403,"low.biomass",1582
"21108",2040,95080.5709237597,"low.biomass",1582
"21109",2041,71036.2494462836,"low.biomass",1582
"21110",2042,51247.3926327402,"low.biomass",1582
"21111",2043,33050.2893795344,"low.biomass",1582
"21112",2044,23016.9515354266,"low.biomass",1582
"21113",2045,19821.9738106791,"low.biomass",1582
"21114",2046,14439.5837485481,"low.biomass",1582
"21115",2047,13826.9342088315,"low.biomass",1582
"21116",2048,12662.6231968597,"low.biomass",1582
"21117",2049,12387.0376116843,"low.biomass",1582
"21118",2050,12018.7037132457,"low.biomass",1582
"21119",2051,12358.1467894399,"low.biomass",1582
"21120",2052,11543.3869373506,"low.biomass",1582
"21121",2023,19565.6020630899,"low.biomass",5758
"21122",2024,24495.2389090472,"low.biomass",5758
"21123",2025,27311.2335191287,"low.biomass",5758
"21124",2026,27557.2702825864,"low.biomass",5758
"21125",2027,61561.8834451876,"low.biomass",5758
"21126",2028,127919.65487669,"low.biomass",5758
"21127",2029,157497.687804717,"low.biomass",5758
"21128",2030,163053.200815567,"low.biomass",5758
"21129",2031,148194.837198077,"low.biomass",5758
"21130",2032,125064.029093419,"low.biomass",5758
"21131",2033,112813.253045809,"low.biomass",5758
"21132",2034,121887.558310477,"low.biomass",5758
"21133",2035,106207.124303626,"low.biomass",5758
"21134",2036,100584.417850591,"low.biomass",5758
"21135",2037,102606.146876306,"low.biomass",5758
"21136",2038,99964.2518813177,"low.biomass",5758
"21137",2039,92936.2499989891,"low.biomass",5758
"21138",2040,125435.751726885,"low.biomass",5758
"21139",2041,149166.180721288,"low.biomass",5758
"21140",2042,148699.269925276,"low.biomass",5758
"21141",2043,131408.321038438,"low.biomass",5758
"21142",2044,105821.286555298,"low.biomass",5758
"21143",2045,82777.9852524956,"low.biomass",5758
"21144",2046,68850.5745774556,"low.biomass",5758
"21145",2047,46174.2920457343,"low.biomass",5758
"21146",2048,31650.6711372887,"low.biomass",5758
"21147",2049,25000.4879924971,"low.biomass",5758
"21148",2050,33945.4140510199,"low.biomass",5758
"21149",2051,39438.7319093987,"low.biomass",5758
"21150",2052,42051.1489310731,"low.biomass",5758
"21151",2023,21118.4676968813,"low.biomass",7758
"21152",2024,21014.3173002642,"low.biomass",7758
"21153",2025,19708.635479676,"low.biomass",7758
"21154",2026,55081.2557217334,"low.biomass",7758
"21155",2027,82418.899499869,"low.biomass",7758
"21156",2028,70878.5759967116,"low.biomass",7758
"21157",2029,63771.6697783344,"low.biomass",7758
"21158",2030,52864.5231535338,"low.biomass",7758
"21159",2031,50845.3345266622,"low.biomass",7758
"21160",2032,44387.4239681809,"low.biomass",7758
"21161",2033,59323.8962605229,"low.biomass",7758
"21162",2034,70326.2614707489,"low.biomass",7758
"21163",2035,76409.007214166,"low.biomass",7758
"21164",2036,82383.7487505095,"low.biomass",7758
"21165",2037,69140.9789180722,"low.biomass",7758
"21166",2038,53899.8993897277,"low.biomass",7758
"21167",2039,41937.2562983763,"low.biomass",7758
"21168",2040,34686.1986604543,"low.biomass",7758
"21169",2041,28935.0493700885,"low.biomass",7758
"21170",2042,21470.5372472288,"low.biomass",7758
"21171",2043,22149.8168468953,"low.biomass",7758
"21172",2044,25381.8847656503,"low.biomass",7758
"21173",2045,25359.77922465,"low.biomass",7758
"21174",2046,35328.3533759209,"low.biomass",7758
"21175",2047,38817.5741828115,"low.biomass",7758
"21176",2048,30681.1544103764,"low.biomass",7758
"21177",2049,23204.3565035392,"low.biomass",7758
"21178",2050,18835.1198513842,"low.biomass",7758
