"","year","biomass","control.rule","sim"
"1210",2032,56074.64863952,"base",7975
"1211",2033,41085.2465169372,"base",7975
"1212",2034,35103.7634496766,"base",7975
"1213",2035,38441.0327003031,"base",7975
"1214",2036,34686.5744237612,"base",7975
"1215",2037,31483.5195849289,"base",7975
"1216",2038,30005.9183386463,"base",7975
"1217",2039,25432.7772004428,"base",7975
"1218",2040,24241.4403540449,"base",7975
"1219",2041,24825.2442873835,"base",7975
"1220",2042,22241.9105564804,"base",7975
"1221",2043,20335.7806665216,"base",7975
"1222",2044,18121.1440694938,"base",7975
"1223",2045,16999.9412417286,"base",7975
"1224",2046,17306.3745391044,"base",7975
"1225",2047,15055.1997726276,"base",7975
"1226",2048,14539.6778882951,"base",7975
"1227",2049,13941.834879625,"base",7975
"1228",2050,14799.8637686105,"base",7975
"1229",2051,15734.3496521296,"base",7975
"1230",2052,15670.6272859385,"base",7975
"1231",2023,16128.0957654493,"base",7784
"1232",2024,16707.7854795119,"base",7784
"1233",2025,15867.0387974617,"base",7784
"1234",2026,15317.6802928642,"base",7784
"1235",2027,20116.3130849285,"base",7784
"1236",2028,23126.1539586429,"base",7784
"1237",2029,21698.0857001773,"base",7784
"1238",2030,26898.8685668228,"base",7784
"1239",2031,29243.0658461417,"base",7784
"1240",2032,54419.1398634699,"base",7784
"1241",2033,70202.7048547866,"base",7784
"1242",2034,59657.7095351522,"base",7784
"1243",2035,58878.494762649,"base",7784
"1244",2036,62241.3670102448,"base",7784
"1245",2037,50793.0925089692,"base",7784
"1246",2038,42156.0913476712,"base",7784
"1247",2039,37394.9671961429,"base",7784
"1248",2040,56194.7089015103,"base",7784
"1249",2041,61091.537071533,"base",7784
"1250",2042,52153.6536793667,"base",7784
"1251",2043,43462.7388416743,"base",7784
"1252",2044,32299.8678703086,"base",7784
"1253",2045,25450.0466147941,"base",7784
"1254",2046,21159.0721004817,"base",7784
"1255",2047,15192.8649616853,"base",7784
"1256",2048,18803.8501833825,"base",7784
"1257",2049,19112.7975352596,"base",7784
"1258",2050,18209.7435053433,"base",7784
"1259",2051,23004.4957667125,"base",7784
"1260",2052,24348.2329678435,"base",7784
"1261",2023,15221.9676385958,"base",5670
"1262",2024,15188.8178758013,"base",5670
"1263",2025,14909.0244111138,"base",5670
"1264",2026,16221.1620763932,"base",5670
"1265",2027,18012.2568443836,"base",5670
"1266",2028,18381.401193396,"base",5670
"1267",2029,20142.4560221476,"base",5670
"1268",2030,24721.7586275035,"base",5670
"1269",2031,36285.703619546,"base",5670
"1270",2032,39322.7549868221,"base",5670
"1271",2033,32056.3727473471,"base",5670
"1272",2034,31786.1948735442,"base",5670
"1273",2035,85040.4060301312,"base",5670
"1274",2036,102073.455420582,"base",5670
"1275",2037,79033.3848420791,"base",5670
"1276",2038,65085.3355697157,"base",5670
"1277",2039,49803.2281665211,"base",5670
"1278",2040,46259.9657293398,"base",5670
"1279",2041,42043.6976331487,"base",5670
"1280",2042,29389.2880556141,"base",5670
"1281",2043,21041.0872757802,"base",5670
"1282",2044,16872.4752800732,"base",5670
"1283",2045,18722.2353916341,"base",5670
"1284",2046,21409.2583578346,"base",5670
"1285",2047,19500.2950058944,"base",5670
"1286",2048,17387.7033165097,"base",5670
"1287",2049,14395.2209199889,"base",5670
"1288",2050,12120.0835981757,"base",5670
"1289",2051,14537.4077066263,"base",5670
"1290",2052,16083.6591662276,"base",5670
"1291",2023,13278.5777902107,"base",3459
"1292",2024,14302.9749040335,"base",3459
"1293",2025,15108.1437961604,"base",3459
"1294",2026,15515.2160706088,"base",3459
"1295",2027,22040.0808112781,"base",3459
"1296",2028,29799.6391888882,"base",3459
"1297",2029,26763.8984285829,"base",3459
"1298",2030,22134.4379463549,"base",3459
"1299",2031,22348.7647939007,"base",3459
"1300",2032,22661.5063300393,"base",3459
"1301",2033,26928.2282650718,"base",3459
"1302",2034,26943.3305730639,"base",3459
"1303",2035,22824.9958390656,"base",3459
"1304",2036,37277.0528711374,"base",3459
"1305",2037,49352.7586406486,"base",3459
"1306",2038,38271.8909942548,"base",3459
"1307",2039,29477.9720761937,"base",3459
"1308",2040,26877.6894451147,"base",3459
"1309",2041,27174.1521676477,"base",3459
"1310",2042,25230.8024775275,"base",3459
"1311",2043,18227.3872905251,"base",3459
"1312",2044,14057.9050327273,"base",3459
"1313",2045,35942.8226298338,"base",3459
"1314",2046,51222.5243247533,"base",3459
"1315",2047,43022.5252350396,"base",3459
"1316",2048,35065.480038111,"base",3459
"1317",2049,29293.0647148817,"base",3459
"1318",2050,34176.0055135672,"base",3459
"1319",2051,34947.9294968273,"base",3459
"1320",2052,27119.1772647907,"base",3459
"1321",2023,28363.8253885288,"base",1950
"1322",2024,29596.7184178281,"base",1950
"1323",2025,29110.0491087707,"base",1950
"1324",2026,39375.2624813849,"base",1950
"1325",2027,40805.4947523748,"base",1950
"1326",2028,32385.8511745433,"base",1950
"1327",2029,27554.5661896093,"base",1950
"1328",2030,25620.0505804769,"base",1950
"1329",2031,25642.5343225393,"base",1950
"1330",2032,27898.8469534368,"base",1950
"1331",2033,24835.8076628913,"base",1950
"1332",2034,20947.7333572244,"base",1950
"1333",2035,32097.3173599236,"base",1950
"1334",2036,56898.4315792619,"base",1950
"1335",2037,52605.7726654065,"base",1950
"1336",2038,43161.6564538263,"base",1950
"1337",2039,38186.3391172742,"base",1950
"1338",2040,36727.4579365164,"base",1950
"1339",2041,37093.9112317577,"base",1950
"1340",2042,30661.7323730889,"base",1950
"1341",2043,26477.7509621422,"base",1950
"1342",2044,24050.2679619576,"base",1950
"1343",2045,22549.5830229076,"base",1950
"1344",2046,20574.4473885992,"base",1950
"1345",2047,16458.2548850263,"base",1950
"1346",2048,14681.1169516089,"base",1950
"1347",2049,12942.4257736434,"base",1950
"1348",2050,10171.4492567778,"base",1950
"1349",2051,8738.13589062441,"base",1950
"1350",2052,22550.4709540418,"base",1950
"1351",2023,29196.151536108,"base",50
"1352",2024,30492.9676041569,"base",50
"1353",2025,29320.1143828615,"base",50
"1354",2026,26392.0058427095,"base",50
"1355",2027,30743.2440115872,"base",50
"1356",2028,33595.6142533342,"base",50
"1357",2029,28266.4850608654,"base",50
"1358",2030,33988.4338485667,"base",50
"1359",2031,31960.1527661836,"base",50
"1360",2032,24687.8236638013,"base",50
"1361",2033,28312.9396825334,"base",50
"1362",2034,29368.0866558734,"base",50
"1363",2035,39330.1328672724,"base",50
"1364",2036,45250.6341131718,"base",50
"1365",2037,37197.9941191309,"base",50
"1366",2038,39967.3171570112,"base",50
"1367",2039,38166.805381247,"base",50
"1368",2040,33110.9763344009,"base",50
"1369",2041,32101.7692193587,"base",50
"1370",2042,23963.0505602133,"base",50
"1371",2043,20062.8329945307,"base",50
"1372",2044,16701.1207486071,"base",50
"1373",2045,12775.3751606782,"base",50
"1374",2046,10730.577090098,"base",50
"1375",2047,8944.85384676484,"base",50
"1376",2048,7842.42419112694,"base",50
"1377",2049,6823.112247055,"base",50
"1378",2050,13351.7216240705,"base",50
"1379",2051,20418.4434723308,"base",50
"1380",2052,42514.9157516406,"base",50
"1381",2023,17412.8066045668,"base",4489
"1382",2024,22315.6924706813,"base",4489
"1383",2025,25457.9131387969,"base",4489
"1384",2026,29796.8901209108,"base",4489
"1385",2027,32134.2800707141,"base",4489
"1386",2028,41304.4127816693,"base",4489
"1387",2029,46699.9525391539,"base",4489
"1388",2030,41946.2875543712,"base",4489
"1389",2031,44911.2274589015,"base",4489
"1390",2032,83216.7530858003,"base",4489
"1391",2033,102671.681201173,"base",4489
"1392",2034,95921.8512912288,"base",4489
"1393",2035,78387.2044289438,"base",4489
"1394",2036,62096.298737748,"base",4489
"1395",2037,59374.9551486103,"base",4489
"1396",2038,91351.410306991,"base",4489
"1397",2039,161927.054635089,"base",4489
"1398",2040,196089.936367892,"base",4489
"1399",2041,179781.761299749,"base",4489
"1400",2042,150819.090672256,"base",4489
"1401",2043,119270.586211776,"base",4489
"1402",2044,93889.0922516067,"base",4489
"1403",2045,61573.0414616631,"base",4489
"1404",2046,20776.627160628,"base",4489
"1405",2047,10289.6564381737,"base",4489
"1406",2048,11659.956591881,"base",4489
"1407",2049,15156.1187827532,"base",4489
"1408",2050,17451.4182844546,"base",4489
"1409",2051,20201.9056590725,"base",4489
"1410",2052,19603.3440257806,"base",4489
"1411",2023,18696.328917937,"base",3136
"1412",2024,18419.9294355203,"base",3136
"1413",2025,16751.7834538115,"base",3136
"1414",2026,25419.7924144103,"base",3136
"1415",2027,34853.9399520087,"base",3136
"1416",2028,27306.6299119045,"base",3136
"1417",2029,26309.8456730573,"base",3136
"1418",2030,38449.0264343741,"base",3136
"1419",2031,39661.164708744,"base",3136
"1420",2032,33958.2736712871,"base",3136
"1421",2033,27918.2241775404,"base",3136
"1422",2034,21063.0377366135,"base",3136
"1423",2035,19249.0483573064,"base",3136
"1424",2036,17980.108949698,"base",3136
"1425",2037,29330.4778891451,"base",3136
"1426",2038,36044.8243215969,"base",3136
"1427",2039,37393.0203593372,"base",3136
"1428",2040,38013.1355543826,"base",3136
"1429",2041,33930.5081934149,"base",3136
"1430",2042,32287.4026439693,"base",3136
"1431",2043,27907.6767089671,"base",3136
"1432",2044,24437.5924864054,"base",3136
"1433",2045,20636.3602060346,"base",3136
"1434",2046,17614.9065434891,"base",3136
"1435",2047,16937.6668359818,"base",3136
"1436",2048,14747.1618151057,"base",3136
"1437",2049,12624.9183135428,"base",3136
"1438",2050,10686.7848531706,"base",3136
"1439",2051,9176.07910990381,"base",3136
"1440",2052,8037.24821305268,"base",3136
"1441",2023,21788.1389345476,"base",528
"1442",2024,22259.4515676008,"base",528
"1443",2025,20196.7020667645,"base",528
"1444",2026,18494.8505712274,"base",528
"1445",2027,23378.6939317197,"base",528
"1446",2028,25491.3345615574,"base",528
"1447",2029,31213.6860565686,"base",528
"1448",2030,34791.2653302761,"base",528
"1449",2031,34921.2412047544,"base",528
"1450",2032,55896.5445750123,"base",528
"1451",2033,66237.800579016,"base",528
"1452",2034,52952.11268833,"base",528
"1453",2035,44345.0092648046,"base",528
"1454",2036,36729.6205027519,"base",528
"1455",2037,34350.1093146077,"base",528
"1456",2038,32148.7086337243,"base",528
"1457",2039,31210.3198130509,"base",528
"1458",2040,44439.4725243789,"base",528
"1459",2041,72033.9822810936,"base",528
"1460",2042,69661.7084033556,"base",528
"1461",2043,52392.420053432,"base",528
"1462",2044,38773.5115154908,"base",528
"1463",2045,33063.0055983762,"base",528
"1464",2046,27962.4555531921,"base",528
"1465",2047,22289.5300705251,"base",528
"1466",2048,15188.9634996903,"base",528
"1467",2049,12565.1658760081,"base",528
"1468",2050,10894.3612447194,"base",528
"1469",2051,8866.8228288788,"base",528
"1470",2052,6884.99777126755,"base",528
"1471",2023,15537.2739405124,"base",1948
"1472",2024,20436.871039475,"base",1948
"1473",2025,23633.541137571,"base",1948
"1474",2026,25927.5626878471,"base",1948
"1475",2027,31025.1555104267,"base",1948
"1476",2028,119470.23136347,"base",1948
"1477",2029,141922.76232887,"base",1948
"1478",2030,146646.578296682,"base",1948
"1479",2031,131197.870878605,"base",1948
"1480",2032,109739.946453973,"base",1948
"1481",2033,94076.241655814,"base",1948
"1482",2034,83804.0002124532,"base",1948
"1483",2035,64996.8501743198,"base",1948
"1484",2036,54476.5841523629,"base",1948
"1485",2037,54999.131328234,"base",1948
"1486",2038,61680.4634244891,"base",1948
"1487",2039,90003.3365968112,"base",1948
"1488",2040,93369.108159466,"base",1948
"1489",2041,112820.619061237,"base",1948
"1490",2042,108265.043430813,"base",1948
"1491",2043,98260.1044004723,"base",1948
"1492",2044,85781.73382355,"base",1948
"1493",2045,73575.7153887532,"base",1948
"1494",2046,60454.5568107721,"base",1948
"1495",2047,50524.6131558252,"base",1948
"1496",2048,41173.2934128993,"base",1948
"1497",2049,35248.1502370621,"base",1948
"1498",2050,28976.7927818107,"base",1948
"1499",2051,25326.4694745284,"base",1948
"1500",2052,22955.2197186495,"base",1948
"1501",2023,21166.7336458743,"base",3976
"1502",2024,25252.4345876298,"base",3976
"1503",2025,25898.8918904838,"base",3976
"1504",2026,25534.4321622115,"base",3976
"1505",2027,24385.5259448951,"base",3976
"1506",2028,29637.2974812991,"base",3976
"1507",2029,28801.3057683896,"base",3976
"1508",2030,24288.2079689475,"base",3976
"1509",2031,22205.3764865613,"base",3976
"1510",2032,26020.4171231718,"base",3976
"1511",2033,30110.348947624,"base",3976
"1512",2034,28018.3113638985,"base",3976
"1513",2035,23122.191431816,"base",3976
"1514",2036,20666.1385630858,"base",3976
"1515",2037,21943.5721958112,"base",3976
"1516",2038,23602.1536815408,"base",3976
"1517",2039,21265.4170823262,"base",3976
"1518",2040,25287.573169916,"base",3976
"1519",2041,25518.3873531218,"base",3976
"1520",2042,22114.740598728,"base",3976
"1521",2043,19357.1754419718,"base",3976
"1522",2044,17971.3420874624,"base",3976
"1523",2045,18849.4593066077,"base",3976
"1524",2046,16255.7933416514,"base",3976
"1525",2047,12160.5728414456,"base",3976
"1526",2048,12692.4648089458,"base",3976
"1527",2049,15097.7204243722,"base",3976
"1528",2050,17490.4008309775,"base",3976
"1529",2051,16959.1628908035,"base",3976
"1530",2052,16853.8570332114,"base",3976
"1531",2023,20912.614727501,"base",9338
"1532",2024,22653.9933974981,"base",9338
"1533",2025,23402.1829485419,"base",9338
"1534",2026,35481.09165589,"base",9338
"1535",2027,43355.661646579,"base",9338
"1536",2028,40912.5752422049,"base",9338
"1537",2029,38154.3987138282,"base",9338
"1538",2030,32918.5127641673,"base",9338
"1539",2031,29190.6313994274,"base",9338
"1540",2032,26005.6156613229,"base",9338
"1541",2033,17984.4109751741,"base",9338
"1542",2034,25941.6114066011,"base",9338
"1543",2035,29849.7773003566,"base",9338
"1544",2036,30742.6512963067,"base",9338
"1545",2037,31497.4430482366,"base",9338
"1546",2038,39501.9486168559,"base",9338
"1547",2039,46906.798128085,"base",9338
"1548",2040,38174.2146142114,"base",9338
"1549",2041,43190.1747918002,"base",9338
"1550",2042,51356.130080609,"base",9338
"1551",2043,42878.0577465969,"base",9338
"1552",2044,39402.0015776717,"base",9338
"1553",2045,32495.6706038061,"base",9338
"1554",2046,45958.9874717828,"base",9338
"1555",2047,56360.0029569208,"base",9338
"1556",2048,41674.7417068786,"base",9338
"1557",2049,35571.5830585686,"base",9338
"1558",2050,33194.05132588,"base",9338
"1559",2051,33371.8368565655,"base",9338
"1560",2052,32794.9361161761,"base",9338
"1561",2023,29434.8960363558,"base",4028
"1562",2024,32363.148003437,"base",4028
"1563",2025,30282.3494581685,"base",4028
"1564",2026,32109.8434945782,"base",4028
"1565",2027,45601.8198623765,"base",4028
"1566",2028,48527.5203275469,"base",4028
"1567",2029,41134.0653707021,"base",4028
"1568",2030,34539.4262652136,"base",4028
"1569",2031,50630.4239185869,"base",4028
"1570",2032,69774.9761894894,"base",4028
"1571",2033,114835.896029272,"base",4028
"1572",2034,116528.438032739,"base",4028
"1573",2035,93094.0105725983,"base",4028
"1574",2036,100634.984464236,"base",4028
"1575",2037,96423.4502201512,"base",4028
"1576",2038,80202.1904149168,"base",4028
"1577",2039,62856.9159138521,"base",4028
"1578",2040,66664.1378950674,"base",4028
"1579",2041,61368.7206001749,"base",4028
"1580",2042,47948.8277968021,"base",4028
"1581",2043,38490.2397737417,"base",4028
"1582",2044,29012.0159271336,"base",4028
"1583",2045,33098.1013873055,"base",4028
"1584",2046,35717.5563889607,"base",4028
"1585",2047,25532.9249282389,"base",4028
"1586",2048,27129.8778345292,"base",4028
"1587",2049,29008.2728420323,"base",4028
"1588",2050,23211.0269900601,"base",4028
"1589",2051,23021.9301720402,"base",4028
"1590",2052,20713.8270345066,"base",4028
"1591",2023,28457.7533538369,"base",844
"1592",2024,33524.1062745948,"base",844
"1593",2025,33506.4933137818,"base",844
"1594",2026,67259.9460379001,"base",844
"1595",2027,142476.379217484,"base",844
"1596",2028,165024.620113478,"base",844
"1597",2029,144608.361773751,"base",844
"1598",2030,115041.996587286,"base",844
"1599",2031,135670.365450224,"base",844
"1600",2032,145780.875844722,"base",844
"1601",2033,135937.487400724,"base",844
"1602",2034,121704.51438922,"base",844
"1603",2035,105403.437302293,"base",844
"1604",2036,90899.9496848616,"base",844
"1605",2037,100572.106994032,"base",844
"1606",2038,91330.3492191907,"base",844
"1607",2039,84199.1382438907,"base",844
"1608",2040,75493.9586429463,"base",844
"1609",2041,89914.648249212,"base",844
"1610",2042,94315.6640189147,"base",844
"1611",2043,82315.4639796395,"base",844
"1612",2044,62605.3964821937,"base",844
"1613",2045,45151.4595853469,"base",844
"1614",2046,31848.9442423272,"base",844
"1615",2047,25919.269673013,"base",844
"1616",2048,0,"base",844
"1617",2049,0,"base",844
"1618",2050,0,"base",844
"1619",2051,0,"base",844
"1620",2052,0,"base",844
"1621",2023,17424.3432843261,"base",7789
"1622",2024,22180.9687507146,"base",7789
"1623",2025,23757.1237970584,"base",7789
"1624",2026,24292.2985365669,"base",7789
"1625",2027,25844.476239833,"base",7789
"1626",2028,39166.3229015517,"base",7789
"1627",2029,43626.4805746044,"base",7789
"1628",2030,50566.9896948708,"base",7789
"1629",2031,55162.8157682343,"base",7789
"1630",2032,77020.024747357,"base",7789
"1631",2033,86881.236720217,"base",7789
"1632",2034,80787.1289207858,"base",7789
"1633",2035,68049.7636149292,"base",7789
"1634",2036,56526.5982202982,"base",7789
"1635",2037,45308.0814385013,"base",7789
"1636",2038,37393.9793199292,"base",7789
"1637",2039,31468.4265015057,"base",7789
"1638",2040,33895.9642669267,"base",7789
"1639",2041,29311.2376851524,"base",7789
"1640",2042,25171.8271156972,"base",7789
"1641",2043,22134.5749840481,"base",7789
"1642",2044,21995.8084540895,"base",7789
"1643",2045,23006.1403549975,"base",7789
"1644",2046,17492.3298388107,"base",7789
"1645",2047,14738.6688444504,"base",7789
"1646",2048,21962.5453977698,"base",7789
"1647",2049,30118.6899136718,"base",7789
"1648",2050,31390.4837080358,"base",7789
"1649",2051,28054.9618218223,"base",7789
"1650",2052,22673.6870876373,"base",7789
"1651",2023,11034.3078226025,"base",3573
"1652",2024,10493.8363526362,"base",3573
"1653",2025,10034.112416882,"base",3573
"1654",2026,14577.9186976602,"base",3573
"1655",2027,14896.9093550778,"base",3573
"1656",2028,11809.7987261054,"base",3573
"1657",2029,9771.13330910855,"base",3573
"1658",2030,8419.21253576547,"base",3573
"1659",2031,74630.6599344473,"base",3573
"1660",2032,97570.0224109033,"base",3573
"1661",2033,71882.4957725045,"base",3573
"1662",2034,49285.5821133242,"base",3573
"1663",2035,47219.4393820058,"base",3573
"1664",2036,44456.9368849486,"base",3573
"1665",2037,31069.9989532153,"base",3573
"1666",2038,22948.4289483598,"base",3573
"1667",2039,31409.4018368859,"base",3573
"1668",2040,31163.107343951,"base",3573
"1669",2041,34652.7605096505,"base",3573
"1670",2042,31146.5479864797,"base",3573
"1671",2043,24470.6312135373,"base",3573
"1672",2044,30217.708031031,"base",3573
"1673",2045,28891.0840406788,"base",3573
"1674",2046,22008.9032750539,"base",3573
"1675",2047,25982.7566063518,"base",3573
"1676",2048,22835.3080944776,"base",3573
"1677",2049,19076.8045751962,"base",3573
"1678",2050,16746.0374044415,"base",3573
"1679",2051,13623.4507562413,"base",3573
"1680",2052,11344.2540315978,"base",3573
"1681",2023,16245.5293205126,"base",5541
"1682",2024,18839.4750428111,"base",5541
"1683",2025,19491.7330164397,"base",5541
"1684",2026,19380.9226674384,"base",5541
"1685",2027,23477.0863667873,"base",5541
"1686",2028,33861.7738439703,"base",5541
"1687",2029,39325.9170327363,"base",5541
"1688",2030,42558.6963491502,"base",5541
"1689",2031,41679.3708759114,"base",5541
"1690",2032,37380.9525878086,"base",5541
"1691",2033,98554.4624161352,"base",5541
"1692",2034,140639.452870671,"base",5541
"1693",2035,121805.769757409,"base",5541
"1694",2036,98425.0949061003,"base",5541
"1695",2037,73879.2510597133,"base",5541
"1696",2038,62816.7964466005,"base",5541
"1697",2039,65344.8173437697,"base",5541
"1698",2040,47981.6764588814,"base",5541
"1699",2041,0,"base",5541
"1700",2042,0,"base",5541
"1701",2043,0,"base",5541
"1702",2044,0,"base",5541
"1703",2045,0,"base",5541
"1704",2046,0,"base",5541
"1705",2047,0,"base",5541
"1706",2048,0,"base",5541
"1707",2049,0,"base",5541
"1708",2050,0,"base",5541
"1709",2051,0,"base",5541
"1710",2052,0,"base",5541
"1711",2023,23881.5558298839,"base",1885
"1712",2024,25518.8786689404,"base",1885
"1713",2025,23844.4737777969,"base",1885
"1714",2026,25773.9949073489,"base",1885
"1715",2027,28083.6594520728,"base",1885
"1716",2028,24797.7118175116,"base",1885
"1717",2029,24971.1613327406,"base",1885
"1718",2030,28481.9966448035,"base",1885
"1719",2031,26656.2928724709,"base",1885
"1720",2032,23913.5661927325,"base",1885
"1721",2033,40861.7167064376,"base",1885
"1722",2034,52049.8637917241,"base",1885
"1723",2035,83445.2706169656,"base",1885
"1724",2036,80648.3373941746,"base",1885
"1725",2037,64241.0684734557,"base",1885
"1726",2038,53829.0033814452,"base",1885
"1727",2039,56574.4421537704,"base",1885
"1728",2040,59979.4160023153,"base",1885
"1729",2041,52544.7233838695,"base",1885
"1730",2042,35372.3455511241,"base",1885
"1731",2043,25973.7264303776,"base",1885
"1732",2044,20350.9717223698,"base",1885
"1733",2045,16712.7012451642,"base",1885
"1734",2046,13275.9942991004,"base",1885
"1735",2047,10079.039663956,"base",1885
"1736",2048,7698.952802319,"base",1885
"1737",2049,7612.90951079543,"base",1885
"1738",2050,7119.84454085444,"base",1885
"1739",2051,6555.41092121828,"base",1885
"1740",2052,7574.33623538961,"base",1885
"1741",2023,21941.9177358682,"base",4715
"1742",2024,24908.2661554869,"base",4715
"1743",2025,24483.7819049984,"base",4715
"1744",2026,22252.788139244,"base",4715
"1745",2027,20123.7203201908,"base",4715
"1746",2028,20845.0326274512,"base",4715
"1747",2029,17338.2013060138,"base",4715
"1748",2030,38806.8084727846,"base",4715
"1749",2031,53794.1009616142,"base",4715
"1750",2032,50533.225918482,"base",4715
"1751",2033,49871.829018523,"base",4715
"1752",2034,46548.4290420758,"base",4715
"1753",2035,51572.0618709406,"base",4715
"1754",2036,49024.9678217099,"base",4715
"1755",2037,50414.8363606093,"base",4715
"1756",2038,52076.2791549324,"base",4715
"1757",2039,42608.9237401046,"base",4715
"1758",2040,34213.1367984613,"base",4715
"1759",2041,27942.3071968281,"base",4715
"1760",2042,23710.2600446645,"base",4715
"1761",2043,22090.278317454,"base",4715
"1762",2044,18049.9104115558,"base",4715
"1763",2045,15865.5361326796,"base",4715
"1764",2046,14468.3530167472,"base",4715
"1765",2047,14287.9048877029,"base",4715
"1766",2048,14669.7426699887,"base",4715
"1767",2049,13008.4403494005,"base",4715
"1768",2050,12988.0697910965,"base",4715
"1769",2051,12222.1046085132,"base",4715
"1770",2052,12710.9127014968,"base",4715
"1771",2023,23552.920424377,"base",4129
"1772",2024,27380.8868525025,"base",4129
"1773",2025,27407.6683871512,"base",4129
"1774",2026,32602.3816129434,"base",4129
"1775",2027,37410.5344656014,"base",4129
"1776",2028,38292.5387190268,"base",4129
"1777",2029,39797.561214509,"base",4129
"1778",2030,48229.2757684548,"base",4129
"1779",2031,51516.1742045864,"base",4129
"1780",2032,45819.9047203835,"base",4129
"1781",2033,34806.1979030499,"base",4129
"1782",2034,26850.1535225457,"base",4129
"1783",2035,21812.7250521342,"base",4129
"1784",2036,38432.4131604062,"base",4129
"1785",2037,50348.8813199881,"base",4129
"1786",2038,46760.8598259875,"base",4129
"1787",2039,55094.872503409,"base",4129
"1788",2040,52836.0305050491,"base",4129
"1789",2041,56236.3326371999,"base",4129
"1790",2042,54787.3456698072,"base",4129
"1791",2043,41042.7316299084,"base",4129
"1792",2044,30924.4607806755,"base",4129
"1793",2045,22590.2219847911,"base",4129
"1794",2046,15914.9111436576,"base",4129
"1795",2047,14750.0682085646,"base",4129
"1796",2048,13557.2378737798,"base",4129
"1797",2049,16607.6540075889,"base",4129
"1798",2050,19328.3753897165,"base",4129
"1799",2051,20057.2670470099,"base",4129
"1800",2052,18862.9230451056,"base",4129
"1801",2023,18640.0609849195,"base",9926
"1802",2024,20912.2032235843,"base",9926
"1803",2025,21299.0026621996,"base",9926
"1804",2026,75727.5301966796,"base",9926
"1805",2027,109894.502881264,"base",9926
"1806",2028,97766.9235108104,"base",9926
"1807",2029,78222.5552702791,"base",9926
"1808",2030,58839.3233835542,"base",9926
"1809",2031,73417.7244802475,"base",9926
"1810",2032,71591.1889367158,"base",9926
"1811",2033,54149.5454500328,"base",9926
"1812",2034,43859.2635259455,"base",9926
"1813",2035,32843.5836865962,"base",9926
"1814",2036,102054.144186778,"base",9926
"1815",2037,137730.187954478,"base",9926
"1816",2038,120588.76097952,"base",9926
"1817",2039,99929.1879538826,"base",9926
"1818",2040,72664.8038187951,"base",9926
"1819",2041,55045.2816414559,"base",9926
"1820",2042,41597.2441130672,"base",9926
"1821",2043,18944.4613843001,"base",9926
"1822",2044,11965.0795647301,"base",9926
"1823",2045,8583.50761368688,"base",9926
"1824",2046,9206.00956525469,"base",9926
"1825",2047,11722.8263762021,"base",9926
"1826",2048,14584.9636935253,"base",9926
"1827",2049,17876.8517734269,"base",9926
"1828",2050,19515.1022108698,"base",9926
"1829",2051,19398.6406461704,"base",9926
"1830",2052,18005.9741772945,"base",9926
"1831",2023,22829.1595147481,"base",7831
"1832",2024,22391.0107713043,"base",7831
"1833",2025,21976.1155086172,"base",7831
"1834",2026,25326.076747143,"base",7831
"1835",2027,31643.3982331386,"base",7831
"1836",2028,30347.0756153181,"base",7831
"1837",2029,28091.9300058253,"base",7831
"1838",2030,26702.002170861,"base",7831
"1839",2031,25269.1095587386,"base",7831
"1840",2032,22180.4999065395,"base",7831
"1841",2033,18570.403626259,"base",7831
"1842",2034,16431.118927944,"base",7831
"1843",2035,14829.086267286,"base",7831
"1844",2036,20665.8499224483,"base",7831
"1845",2037,32997.0906261472,"base",7831
"1846",2038,48725.5545777723,"base",7831
"1847",2039,51527.6722692485,"base",7831
"1848",2040,54675.1062108679,"base",7831
"1849",2041,52584.2399803343,"base",7831
"1850",2042,37865.4781247828,"base",7831
"1851",2043,46429.4562668185,"base",7831
"1852",2044,48663.4585237065,"base",7831
"1853",2045,33792.4272583328,"base",7831
"1854",2046,28670.1627695723,"base",7831
"1855",2047,22873.7734260998,"base",7831
"1856",2048,28215.5976686505,"base",7831
"1857",2049,29691.4864660027,"base",7831
"1858",2050,23589.3781025167,"base",7831
"1859",2051,21514.1189316691,"base",7831
"1860",2052,18784.3047847429,"base",7831
"1861",2023,31229.5785497047,"base",9600
"1862",2024,37459.0789256729,"base",9600
"1863",2025,37445.5157542929,"base",9600
"1864",2026,58400.827001711,"base",9600
"1865",2027,65604.2471901395,"base",9600
"1866",2028,60130.9931602146,"base",9600
"1867",2029,48059.9965559546,"base",9600
"1868",2030,36891.9102778948,"base",9600
"1869",2031,28049.6332741932,"base",9600
"1870",2032,26128.9111290242,"base",9600
"1871",2033,27016.4582596924,"base",9600
"1872",2034,28138.2247268892,"base",9600
"1873",2035,37095.8469450163,"base",9600
"1874",2036,35527.5952450466,"base",9600
"1875",2037,31468.0543855422,"base",9600
"1876",2038,26205.9651943187,"base",9600
"1877",2039,26925.6070508446,"base",9600
"1878",2040,31587.9917916994,"base",9600
"1879",2041,40181.5323635921,"base",9600
"1880",2042,37868.0840575681,"base",9600
"1881",2043,33907.1553378445,"base",9600
"1882",2044,27359.4414324263,"base",9600
"1883",2045,21429.2787375342,"base",9600
"1884",2046,17181.9637380239,"base",9600
"1885",2047,14373.1606682437,"base",9600
"1886",2048,12348.2968226826,"base",9600
"1887",2049,11808.5748068393,"base",9600
"1888",2050,13403.1331406078,"base",9600
