"","year","biomass","control.rule","sim"
"14889",2031,45238.0619083031,"high.harvest",8486
"14890",2032,39051.0400266831,"high.harvest",8486
"14891",2033,28257.8622077359,"high.harvest",8486
"14892",2034,27157.8860035172,"high.harvest",8486
"14893",2035,25465.4496893758,"high.harvest",8486
"14894",2036,20086.2605428976,"high.harvest",8486
"14895",2037,28324.888813528,"high.harvest",8486
"14896",2038,30667.9631248665,"high.harvest",8486
"14897",2039,23416.1558630938,"high.harvest",8486
"14898",2040,23381.4431961508,"high.harvest",8486
"14899",2041,25835.211400531,"high.harvest",8486
"14900",2042,26078.6691709409,"high.harvest",8486
"14901",2043,23327.2797187717,"high.harvest",8486
"14902",2044,19610.5881460363,"high.harvest",8486
"14903",2045,22833.1482905359,"high.harvest",8486
"14904",2046,24229.803334201,"high.harvest",8486
"14905",2047,21741.9888980748,"high.harvest",8486
"14906",2048,17878.6436528978,"high.harvest",8486
"14907",2049,14534.2180504894,"high.harvest",8486
"14908",2050,12660.5181718329,"high.harvest",8486
"14909",2051,11165.193141929,"high.harvest",8486
"14910",2052,10810.1421727132,"high.harvest",8486
"14911",2023,21238.0457158596,"high.harvest",2769
"14912",2024,23558.3677243731,"high.harvest",2769
"14913",2025,22890.4391670064,"high.harvest",2769
"14914",2026,22051.7938796401,"high.harvest",2769
"14915",2027,21464.7901475478,"high.harvest",2769
"14916",2028,24412.2888602883,"high.harvest",2769
"14917",2029,21712.3087863121,"high.harvest",2769
"14918",2030,24876.2188972137,"high.harvest",2769
"14919",2031,27089.4325405404,"high.harvest",2769
"14920",2032,73560.4331980783,"high.harvest",2769
"14921",2033,104098.871154577,"high.harvest",2769
"14922",2034,73112.4701664291,"high.harvest",2769
"14923",2035,45490.5332767421,"high.harvest",2769
"14924",2036,25825.611405758,"high.harvest",2769
"14925",2037,17218.5765173521,"high.harvest",2769
"14926",2038,37604.8983742516,"high.harvest",2769
"14927",2039,45942.8801969645,"high.harvest",2769
"14928",2040,39145.1059326165,"high.harvest",2769
"14929",2041,35723.9376609457,"high.harvest",2769
"14930",2042,25290.4266870565,"high.harvest",2769
"14931",2043,18252.8925243587,"high.harvest",2769
"14932",2044,15878.0912520499,"high.harvest",2769
"14933",2045,13871.4470610368,"high.harvest",2769
"14934",2046,12452.273363339,"high.harvest",2769
"14935",2047,10764.6091592714,"high.harvest",2769
"14936",2048,9802.73007183178,"high.harvest",2769
"14937",2049,13066.6120965402,"high.harvest",2769
"14938",2050,24892.0412054388,"high.harvest",2769
"14939",2051,30781.2746575381,"high.harvest",2769
"14940",2052,22768.0359458149,"high.harvest",2769
"14941",2023,17366.2315191288,"high.harvest",4052
"14942",2024,22215.0363540665,"high.harvest",4052
"14943",2025,24523.0296727433,"high.harvest",4052
"14944",2026,24048.5616400763,"high.harvest",4052
"14945",2027,27266.4450475081,"high.harvest",4052
"14946",2028,38884.7257788688,"high.harvest",4052
"14947",2029,49934.776823814,"high.harvest",4052
"14948",2030,39628.7888887216,"high.harvest",4052
"14949",2031,26378.5559904853,"high.harvest",4052
"14950",2032,17347.7930926567,"high.harvest",4052
"14951",2033,16414.5818720302,"high.harvest",4052
"14952",2034,18512.1243965202,"high.harvest",4052
"14953",2035,18523.5423164128,"high.harvest",4052
"14954",2036,30917.0432054923,"high.harvest",4052
"14955",2037,39485.5474065531,"high.harvest",4052
"14956",2038,26523.2995840951,"high.harvest",4052
"14957",2039,21195.0518702894,"high.harvest",4052
"14958",2040,27972.3992084297,"high.harvest",4052
"14959",2041,30911.6181881607,"high.harvest",4052
"14960",2042,30229.8774839934,"high.harvest",4052
"14961",2043,30298.0133698191,"high.harvest",4052
"14962",2044,21095.1396803688,"high.harvest",4052
"14963",2045,18772.8437166545,"high.harvest",4052
"14964",2046,17663.641446858,"high.harvest",4052
"14965",2047,15870.4546803165,"high.harvest",4052
"14966",2048,16424.0621113895,"high.harvest",4052
"14967",2049,15094.5297676127,"high.harvest",4052
"14968",2050,14761.5028486335,"high.harvest",4052
"14969",2051,24631.5818475035,"high.harvest",4052
"14970",2052,36053.0963788188,"high.harvest",4052
"14971",2023,22642.8615867848,"high.harvest",6771
"14972",2024,25749.618524271,"high.harvest",6771
"14973",2025,25777.8395743743,"high.harvest",6771
"14974",2026,26085.6032463376,"high.harvest",6771
"14975",2027,26909.30236493,"high.harvest",6771
"14976",2028,29993.6202278389,"high.harvest",6771
"14977",2029,31440.2838658446,"high.harvest",6771
"14978",2030,32017.1561083176,"high.harvest",6771
"14979",2031,27757.5063742129,"high.harvest",6771
"14980",2032,25275.1756239454,"high.harvest",6771
"14981",2033,31754.28123133,"high.harvest",6771
"14982",2034,37098.4121272095,"high.harvest",6771
"14983",2035,39119.5337254292,"high.harvest",6771
"14984",2036,46483.7161082143,"high.harvest",6771
"14985",2037,45819.0775404384,"high.harvest",6771
"14986",2038,50915.546568045,"high.harvest",6771
"14987",2039,52624.734136774,"high.harvest",6771
"14988",2040,53684.9512693162,"high.harvest",6771
"14989",2041,44003.0186184078,"high.harvest",6771
"14990",2042,42164.7215141438,"high.harvest",6771
"14991",2043,26867.3916718285,"high.harvest",6771
"14992",2044,25353.7260065215,"high.harvest",6771
"14993",2045,23571.5948476075,"high.harvest",6771
"14994",2046,17132.4469938785,"high.harvest",6771
"14995",2047,15197.3981350514,"high.harvest",6771
"14996",2048,18419.8336398491,"high.harvest",6771
"14997",2049,22391.4868321967,"high.harvest",6771
"14998",2050,22445.0207065838,"high.harvest",6771
"14999",2051,20663.9513582043,"high.harvest",6771
"15000",2052,19441.4160523872,"high.harvest",6771
"15001",2023,26066.3448415008,"high.harvest",7656
"15002",2024,34028.302364984,"high.harvest",7656
"15003",2025,32382.3099500665,"high.harvest",7656
"15004",2026,28504.7686296003,"high.harvest",7656
"15005",2027,23509.5737805524,"high.harvest",7656
"15006",2028,42970.3169740243,"high.harvest",7656
"15007",2029,51758.7823490723,"high.harvest",7656
"15008",2030,36725.2731926681,"high.harvest",7656
"15009",2031,25986.3313107972,"high.harvest",7656
"15010",2032,17087.7272416998,"high.harvest",7656
"15011",2033,13956.975292319,"high.harvest",7656
"15012",2034,17213.2211239108,"high.harvest",7656
"15013",2035,17093.4506864878,"high.harvest",7656
"15014",2036,16705.7444913949,"high.harvest",7656
"15015",2037,26461.8594155015,"high.harvest",7656
"15016",2038,28126.9338930022,"high.harvest",7656
"15017",2039,24302.9276855882,"high.harvest",7656
"15018",2040,18414.8429435942,"high.harvest",7656
"15019",2041,15460.7860689961,"high.harvest",7656
"15020",2042,17346.0838918851,"high.harvest",7656
"15021",2043,13442.2887281258,"high.harvest",7656
"15022",2044,11956.0978905643,"high.harvest",7656
"15023",2045,12152.9084949357,"high.harvest",7656
"15024",2046,13622.7719948283,"high.harvest",7656
"15025",2047,17509.8788669194,"high.harvest",7656
"15026",2048,15967.7654989679,"high.harvest",7656
"15027",2049,16678.2263033674,"high.harvest",7656
"15028",2050,18117.3048473153,"high.harvest",7656
"15029",2051,17159.8604581367,"high.harvest",7656
"15030",2052,17501.8189067,"high.harvest",7656
"15031",2023,19296.8837749806,"high.harvest",1992
"15032",2024,24856.3158710497,"high.harvest",1992
"15033",2025,24815.4574454124,"high.harvest",1992
"15034",2026,35675.8221680697,"high.harvest",1992
"15035",2027,50311.0922990134,"high.harvest",1992
"15036",2028,50748.0969236123,"high.harvest",1992
"15037",2029,42256.9293914666,"high.harvest",1992
"15038",2030,29879.0357782176,"high.harvest",1992
"15039",2031,28852.0774589569,"high.harvest",1992
"15040",2032,28459.0600098792,"high.harvest",1992
"15041",2033,32572.7309796902,"high.harvest",1992
"15042",2034,43731.2427203125,"high.harvest",1992
"15043",2035,35118.0239537945,"high.harvest",1992
"15044",2036,29170.0192622807,"high.harvest",1992
"15045",2037,29559.5021900322,"high.harvest",1992
"15046",2038,26207.8151862544,"high.harvest",1992
"15047",2039,21148.5811940163,"high.harvest",1992
"15048",2040,29229.860144583,"high.harvest",1992
"15049",2041,38624.5135839907,"high.harvest",1992
"15050",2042,30575.1559773861,"high.harvest",1992
"15051",2043,22243.623301701,"high.harvest",1992
"15052",2044,16944.9736268964,"high.harvest",1992
"15053",2045,16362.6380878957,"high.harvest",1992
"15054",2046,17045.2384436471,"high.harvest",1992
"15055",2047,16313.5137462802,"high.harvest",1992
"15056",2048,18307.8785210905,"high.harvest",1992
"15057",2049,17231.1129908194,"high.harvest",1992
"15058",2050,16691.3250093013,"high.harvest",1992
"15059",2051,17592.3024171062,"high.harvest",1992
"15060",2052,19423.2075781828,"high.harvest",1992
"15061",2023,26667.4570327557,"high.harvest",8657
"15062",2024,30650.4943158232,"high.harvest",8657
"15063",2025,29022.8721157249,"high.harvest",8657
"15064",2026,29603.4673487666,"high.harvest",8657
"15065",2027,30280.1287733501,"high.harvest",8657
"15066",2028,29857.2781944818,"high.harvest",8657
"15067",2029,40489.1641026228,"high.harvest",8657
"15068",2030,47010.6490706103,"high.harvest",8657
"15069",2031,30545.5053250489,"high.harvest",8657
"15070",2032,35429.7320982565,"high.harvest",8657
"15071",2033,35022.1328100375,"high.harvest",8657
"15072",2034,21381.7507799232,"high.harvest",8657
"15073",2035,26382.8691814285,"high.harvest",8657
"15074",2036,28012.5125067001,"high.harvest",8657
"15075",2037,20910.5600059607,"high.harvest",8657
"15076",2038,20950.1573312234,"high.harvest",8657
"15077",2039,18766.3046131121,"high.harvest",8657
"15078",2040,35895.9903804856,"high.harvest",8657
"15079",2041,58368.5694595666,"high.harvest",8657
"15080",2042,38868.9252326807,"high.harvest",8657
"15081",2043,22927.8130485798,"high.harvest",8657
"15082",2044,20971.3477301283,"high.harvest",8657
"15083",2045,21879.6701271005,"high.harvest",8657
"15084",2046,21159.1187367011,"high.harvest",8657
"15085",2047,17018.9346786829,"high.harvest",8657
"15086",2048,13478.2745889109,"high.harvest",8657
"15087",2049,11272.2180149927,"high.harvest",8657
"15088",2050,12220.4349444217,"high.harvest",8657
"15089",2051,12329.6666453256,"high.harvest",8657
"15090",2052,11043.9428852107,"high.harvest",8657
"15091",2023,19580.191063582,"high.harvest",9844
"15092",2024,23918.7368325973,"high.harvest",9844
"15093",2025,22765.0394834442,"high.harvest",9844
"15094",2026,20804.8003426046,"high.harvest",9844
"15095",2027,19284.6687667005,"high.harvest",9844
"15096",2028,24032.3865593439,"high.harvest",9844
"15097",2029,24689.9220028715,"high.harvest",9844
"15098",2030,29036.2374078993,"high.harvest",9844
"15099",2031,44518.546219721,"high.harvest",9844
"15100",2032,42408.81006441,"high.harvest",9844
"15101",2033,32230.0646600661,"high.harvest",9844
"15102",2034,23509.8824301003,"high.harvest",9844
"15103",2035,22775.0295686191,"high.harvest",9844
"15104",2036,24717.7381290322,"high.harvest",9844
"15105",2037,16703.7077716949,"high.harvest",9844
"15106",2038,14999.2273893729,"high.harvest",9844
"15107",2039,30690.0685282195,"high.harvest",9844
"15108",2040,80728.9357053098,"high.harvest",9844
"15109",2041,71837.455464035,"high.harvest",9844
"15110",2042,48053.4495668607,"high.harvest",9844
"15111",2043,30155.0074048008,"high.harvest",9844
"15112",2044,18271.9386829847,"high.harvest",9844
"15113",2045,13807.7754821363,"high.harvest",9844
"15114",2046,13117.8714937998,"high.harvest",9844
"15115",2047,9055.9671536051,"high.harvest",9844
"15116",2048,8558.93581927228,"high.harvest",9844
"15117",2049,8122.85507995064,"high.harvest",9844
"15118",2050,11471.6013326864,"high.harvest",9844
"15119",2051,15040.0176485331,"high.harvest",9844
"15120",2052,14229.9540730702,"high.harvest",9844
"15121",2023,17247.3550287299,"high.harvest",6764
"15122",2024,19585.3246994426,"high.harvest",6764
"15123",2025,19298.6716457868,"high.harvest",6764
"15124",2026,18370.2306829214,"high.harvest",6764
"15125",2027,22777.5012408559,"high.harvest",6764
"15126",2028,31794.5057942987,"high.harvest",6764
"15127",2029,34794.4135417671,"high.harvest",6764
"15128",2030,37544.6846671476,"high.harvest",6764
"15129",2031,27307.3471545468,"high.harvest",6764
"15130",2032,21443.5982873091,"high.harvest",6764
"15131",2033,40469.7935806793,"high.harvest",6764
"15132",2034,58920.1555710099,"high.harvest",6764
"15133",2035,39712.6086535544,"high.harvest",6764
"15134",2036,25164.073123444,"high.harvest",6764
"15135",2037,18778.6540678403,"high.harvest",6764
"15136",2038,23236.2019245356,"high.harvest",6764
"15137",2039,33578.0490668728,"high.harvest",6764
"15138",2040,24561.5197562462,"high.harvest",6764
"15139",2041,23731.4173751528,"high.harvest",6764
"15140",2042,26314.8273122457,"high.harvest",6764
"15141",2043,27949.9738734563,"high.harvest",6764
"15142",2044,22764.5830437254,"high.harvest",6764
"15143",2045,17859.0205025936,"high.harvest",6764
"15144",2046,15571.6162760138,"high.harvest",6764
"15145",2047,38696.9856196628,"high.harvest",6764
"15146",2048,57682.291446048,"high.harvest",6764
"15147",2049,36406.7387906615,"high.harvest",6764
"15148",2050,24393.2896007488,"high.harvest",6764
"15149",2051,22972.6883117948,"high.harvest",6764
"15150",2052,24972.4416893119,"high.harvest",6764
"15151",2023,28097.3063597773,"high.harvest",2684
"15152",2024,31851.0924478527,"high.harvest",2684
"15153",2025,32071.2116519412,"high.harvest",2684
"15154",2026,29702.9184639495,"high.harvest",2684
"15155",2027,31099.2277481304,"high.harvest",2684
"15156",2028,40118.2694576741,"high.harvest",2684
"15157",2029,34834.0503966385,"high.harvest",2684
"15158",2030,44257.4016992601,"high.harvest",2684
"15159",2031,58739.7468971885,"high.harvest",2684
"15160",2032,40540.5159924587,"high.harvest",2684
"15161",2033,38461.7037327018,"high.harvest",2684
"15162",2034,26093.2249390871,"high.harvest",2684
"15163",2035,22973.7028029936,"high.harvest",2684
"15164",2036,23118.5300147832,"high.harvest",2684
"15165",2037,21681.7221279004,"high.harvest",2684
"15166",2038,22627.1694089399,"high.harvest",2684
"15167",2039,21257.4481744715,"high.harvest",2684
"15168",2040,42424.7833486659,"high.harvest",2684
"15169",2041,58981.7025886819,"high.harvest",2684
"15170",2042,42168.0382132185,"high.harvest",2684
"15171",2043,36482.9941266003,"high.harvest",2684
"15172",2044,26772.6554333846,"high.harvest",2684
"15173",2045,23882.6162259077,"high.harvest",2684
"15174",2046,22960.4221885006,"high.harvest",2684
"15175",2047,23719.2867539873,"high.harvest",2684
"15176",2048,31897.0022649134,"high.harvest",2684
"15177",2049,31449.6211594717,"high.harvest",2684
"15178",2050,25535.4787816691,"high.harvest",2684
"15179",2051,34971.7807159634,"high.harvest",2684
"15180",2052,43907.8299898857,"high.harvest",2684
"15181",2023,15147.0134004775,"high.harvest",2207
"15182",2024,18174.8987879162,"high.harvest",2207
"15183",2025,18422.7509946606,"high.harvest",2207
"15184",2026,32983.31105959,"high.harvest",2207
"15185",2027,44063.555595537,"high.harvest",2207
"15186",2028,37017.4427319069,"high.harvest",2207
"15187",2029,38912.8647315537,"high.harvest",2207
"15188",2030,34409.5754840736,"high.harvest",2207
"15189",2031,25788.285239145,"high.harvest",2207
"15190",2032,21954.8150005107,"high.harvest",2207
"15191",2033,20098.2583798724,"high.harvest",2207
"15192",2034,21564.1724280996,"high.harvest",2207
"15193",2035,49721.2742714134,"high.harvest",2207
"15194",2036,58629.2724269952,"high.harvest",2207
"15195",2037,38904.2966706406,"high.harvest",2207
"15196",2038,33700.5447552708,"high.harvest",2207
"15197",2039,34343.4014817123,"high.harvest",2207
"15198",2040,22820.5204333615,"high.harvest",2207
"15199",2041,21541.2054178599,"high.harvest",2207
"15200",2042,18515.1919124244,"high.harvest",2207
"15201",2043,18315.7864226588,"high.harvest",2207
"15202",2044,20904.4552764993,"high.harvest",2207
"15203",2045,18625.4454883172,"high.harvest",2207
"15204",2046,22781.2178870111,"high.harvest",2207
"15205",2047,29537.6848148884,"high.harvest",2207
"15206",2048,31275.1820337676,"high.harvest",2207
"15207",2049,28482.8980143263,"high.harvest",2207
"15208",2050,24920.5770382246,"high.harvest",2207
"15209",2051,19822.2588025618,"high.harvest",2207
"15210",2052,17956.1569205003,"high.harvest",2207
"15211",2023,25486.0909795493,"high.harvest",7693
"15212",2024,28975.2343934443,"high.harvest",7693
"15213",2025,28869.9095903805,"high.harvest",7693
"15214",2026,30418.3916058596,"high.harvest",7693
"15215",2027,35804.0368400665,"high.harvest",7693
"15216",2028,44415.2063605972,"high.harvest",7693
"15217",2029,59775.8304933621,"high.harvest",7693
"15218",2030,55206.4957843422,"high.harvest",7693
"15219",2031,87540.9448205858,"high.harvest",7693
"15220",2032,88271.346638966,"high.harvest",7693
"15221",2033,114117.866195794,"high.harvest",7693
"15222",2034,93289.3331596297,"high.harvest",7693
"15223",2035,63504.8787493987,"high.harvest",7693
"15224",2036,41514.0298802784,"high.harvest",7693
"15225",2037,26481.7743351549,"high.harvest",7693
"15226",2038,19917.8523166029,"high.harvest",7693
"15227",2039,21591.1406983513,"high.harvest",7693
"15228",2040,20202.2928963557,"high.harvest",7693
"15229",2041,43958.8213384349,"high.harvest",7693
"15230",2042,55324.7330662713,"high.harvest",7693
"15231",2043,34811.7243950738,"high.harvest",7693
"15232",2044,23994.490780076,"high.harvest",7693
"15233",2045,25017.3987634768,"high.harvest",7693
"15234",2046,24621.5591904588,"high.harvest",7693
"15235",2047,22764.1960374217,"high.harvest",7693
"15236",2048,16069.100761502,"high.harvest",7693
"15237",2049,16218.8832860389,"high.harvest",7693
"15238",2050,17169.8209720827,"high.harvest",7693
"15239",2051,16723.3382225306,"high.harvest",7693
"15240",2052,14642.9986231248,"high.harvest",7693
"15241",2023,18041.0265154307,"high.harvest",5303
"15242",2024,21517.1909255084,"high.harvest",5303
"15243",2025,22762.7767353498,"high.harvest",5303
"15244",2026,23834.242528293,"high.harvest",5303
"15245",2027,23213.0391211474,"high.harvest",5303
"15246",2028,46998.4564241133,"high.harvest",5303
"15247",2029,70246.5574964478,"high.harvest",5303
"15248",2030,92622.0150532372,"high.harvest",5303
"15249",2031,99381.3269308321,"high.harvest",5303
"15250",2032,76779.5647901806,"high.harvest",5303
"15251",2033,55693.2364879948,"high.harvest",5303
"15252",2034,42376.7167918857,"high.harvest",5303
"15253",2035,32545.5343234761,"high.harvest",5303
"15254",2036,37507.131683222,"high.harvest",5303
"15255",2037,34599.0221238429,"high.harvest",5303
"15256",2038,66573.9081513287,"high.harvest",5303
"15257",2039,69294.5103044489,"high.harvest",5303
"15258",2040,53455.2811530117,"high.harvest",5303
"15259",2041,43080.3965057305,"high.harvest",5303
"15260",2042,30158.1381006145,"high.harvest",5303
"15261",2043,19758.6490919149,"high.harvest",5303
"15262",2044,16395.9893044495,"high.harvest",5303
"15263",2045,17061.5905922527,"high.harvest",5303
"15264",2046,14920.4799274075,"high.harvest",5303
"15265",2047,15779.000266045,"high.harvest",5303
"15266",2048,18294.3433695851,"high.harvest",5303
"15267",2049,23238.3406771742,"high.harvest",5303
"15268",2050,27755.0567858488,"high.harvest",5303
"15269",2051,24171.4531541352,"high.harvest",5303
"15270",2052,20164.4642912619,"high.harvest",5303
"15271",2023,16223.1290682695,"high.harvest",260
"15272",2024,16544.3766809458,"high.harvest",260
"15273",2025,16025.576008997,"high.harvest",260
"15274",2026,17490.841263061,"high.harvest",260
"15275",2027,20114.1434222317,"high.harvest",260
"15276",2028,19397.5906706447,"high.harvest",260
"15277",2029,19899.6908993231,"high.harvest",260
"15278",2030,19606.2398056464,"high.harvest",260
"15279",2031,21022.350639871,"high.harvest",260
"15280",2032,22119.2662727299,"high.harvest",260
"15281",2033,20958.6758117184,"high.harvest",260
"15282",2034,19047.8285668606,"high.harvest",260
"15283",2035,16575.1828154345,"high.harvest",260
"15284",2036,13530.6943520699,"high.harvest",260
"15285",2037,27161.1893579783,"high.harvest",260
"15286",2038,350883.658130252,"high.harvest",260
"15287",2039,345415.426195075,"high.harvest",260
"15288",2040,222879.166677243,"high.harvest",260
"15289",2041,121404.800930982,"high.harvest",260
"15290",2042,0,"high.harvest",260
"15291",2043,0,"high.harvest",260
"15292",2044,0,"high.harvest",260
"15293",2045,0,"high.harvest",260
"15294",2046,0,"high.harvest",260
"15295",2047,0,"high.harvest",260
"15296",2048,0,"high.harvest",260
"15297",2049,0,"high.harvest",260
"15298",2050,0,"high.harvest",260
"15299",2051,0,"high.harvest",260
"15300",2052,0,"high.harvest",260
"15301",2023,21960.4485336068,"high.harvest",9898
"15302",2024,24051.6475638256,"high.harvest",9898
"15303",2025,23719.2973102051,"high.harvest",9898
"15304",2026,23536.6998637872,"high.harvest",9898
"15305",2027,22336.6025737293,"high.harvest",9898
"15306",2028,23619.6299632106,"high.harvest",9898
"15307",2029,28166.1203502064,"high.harvest",9898
"15308",2030,30945.9825067099,"high.harvest",9898
"15309",2031,27759.6830965459,"high.harvest",9898
"15310",2032,27488.7280689849,"high.harvest",9898
"15311",2033,28053.806455582,"high.harvest",9898
"15312",2034,26957.0160938648,"high.harvest",9898
"15313",2035,22353.9774648553,"high.harvest",9898
"15314",2036,33247.9052913927,"high.harvest",9898
"15315",2037,41487.5858274948,"high.harvest",9898
"15316",2038,33535.2871284082,"high.harvest",9898
"15317",2039,33622.4382544148,"high.harvest",9898
"15318",2040,28821.0020611598,"high.harvest",9898
"15319",2041,98665.7252262961,"high.harvest",9898
"15320",2042,146974.68442863,"high.harvest",9898
"15321",2043,93106.7063798195,"high.harvest",9898
"15322",2044,56885.1462187164,"high.harvest",9898
"15323",2045,31180.7580534031,"high.harvest",9898
"15324",2046,22205.4137259467,"high.harvest",9898
"15325",2047,22267.3837680635,"high.harvest",9898
"15326",2048,15504.9881210598,"high.harvest",9898
"15327",2049,15631.3647704682,"high.harvest",9898
"15328",2050,16899.8722622728,"high.harvest",9898
"15329",2051,16707.3560064433,"high.harvest",9898
"15330",2052,16066.9346055584,"high.harvest",9898
"15331",2023,24824.2427110742,"high.harvest",1191
"15332",2024,27715.447040435,"high.harvest",1191
"15333",2025,24683.4423092964,"high.harvest",1191
"15334",2026,20031.953805184,"high.harvest",1191
"15335",2027,19279.0282339186,"high.harvest",1191
"15336",2028,23132.4231339606,"high.harvest",1191
"15337",2029,21597.8169151713,"high.harvest",1191
"15338",2030,21999.2003831651,"high.harvest",1191
"15339",2031,29538.8673819616,"high.harvest",1191
"15340",2032,32109.4988505561,"high.harvest",1191
"15341",2033,29231.6886162967,"high.harvest",1191
"15342",2034,36547.6976487101,"high.harvest",1191
"15343",2035,62524.3778657685,"high.harvest",1191
"15344",2036,87060.3084877511,"high.harvest",1191
"15345",2037,74997.855566413,"high.harvest",1191
"15346",2038,49172.589577267,"high.harvest",1191
"15347",2039,67170.5676122738,"high.harvest",1191
"15348",2040,58011.0791679591,"high.harvest",1191
"15349",2041,43274.0702569486,"high.harvest",1191
"15350",2042,29242.6706852682,"high.harvest",1191
"15351",2043,26522.4155708683,"high.harvest",1191
"15352",2044,28671.2065031418,"high.harvest",1191
"15353",2045,19147.1703596185,"high.harvest",1191
"15354",2046,15424.4754564167,"high.harvest",1191
"15355",2047,13410.4371335711,"high.harvest",1191
"15356",2048,12181.3499066091,"high.harvest",1191
"15357",2049,11002.4522108856,"high.harvest",1191
"15358",2050,9320.25840300241,"high.harvest",1191
"15359",2051,8516.44815997422,"high.harvest",1191
"15360",2052,9121.65146563041,"high.harvest",1191
"15361",2023,16544.1515295221,"high.harvest",9340
"15362",2024,19023.1982164302,"high.harvest",9340
"15363",2025,20043.9008220332,"high.harvest",9340
"15364",2026,24245.8090816031,"high.harvest",9340
"15365",2027,59996.9034333648,"high.harvest",9340
"15366",2028,68290.3924308553,"high.harvest",9340
"15367",2029,64566.6326782061,"high.harvest",9340
"15368",2030,53419.6291561809,"high.harvest",9340
"15369",2031,40547.8448558459,"high.harvest",9340
"15370",2032,28949.0062341143,"high.harvest",9340
"15371",2033,33019.1561719907,"high.harvest",9340
"15372",2034,45056.1800733438,"high.harvest",9340
"15373",2035,32074.4876087879,"high.harvest",9340
"15374",2036,89011.6937252334,"high.harvest",9340
"15375",2037,95008.3366579563,"high.harvest",9340
"15376",2038,62086.7600796387,"high.harvest",9340
"15377",2039,39652.4622455857,"high.harvest",9340
"15378",2040,27501.143009801,"high.harvest",9340
"15379",2041,18306.3894505745,"high.harvest",9340
"15380",2042,19116.4624757731,"high.harvest",9340
"15381",2043,18787.5903619692,"high.harvest",9340
"15382",2044,15237.1431993289,"high.harvest",9340
"15383",2045,15352.3038964655,"high.harvest",9340
"15384",2046,26973.9278652332,"high.harvest",9340
"15385",2047,35291.8781767337,"high.harvest",9340
"15386",2048,21707.6558335154,"high.harvest",9340
"15387",2049,24345.9825724303,"high.harvest",9340
"15388",2050,29698.3300873729,"high.harvest",9340
"15389",2051,31271.1752565945,"high.harvest",9340
"15390",2052,31646.8462437423,"high.harvest",9340
"15391",2023,34427.8815021115,"high.harvest",149
"15392",2024,33876.2778409275,"high.harvest",149
"15393",2025,39467.9112942668,"high.harvest",149
"15394",2026,55144.9157890325,"high.harvest",149
"15395",2027,60900.8304479375,"high.harvest",149
"15396",2028,48761.953638719,"high.harvest",149
"15397",2029,32783.006427359,"high.harvest",149
"15398",2030,26915.94927398,"high.harvest",149
"15399",2031,21534.1901991425,"high.harvest",149
"15400",2032,27557.1732719743,"high.harvest",149
"15401",2033,30637.6433409166,"high.harvest",149
"15402",2034,25098.8949597398,"high.harvest",149
"15403",2035,21960.3825126099,"high.harvest",149
"15404",2036,18955.5285727973,"high.harvest",149
"15405",2037,19225.1685177211,"high.harvest",149
"15406",2038,18357.5597749856,"high.harvest",149
"15407",2039,17116.1270544325,"high.harvest",149
"15408",2040,16707.9333020349,"high.harvest",149
"15409",2041,14742.5342602019,"high.harvest",149
"15410",2042,15588.436846566,"high.harvest",149
"15411",2043,14957.0187403005,"high.harvest",149
"15412",2044,13221.8633794207,"high.harvest",149
"15413",2045,14020.4632766445,"high.harvest",149
"15414",2046,14063.6513948806,"high.harvest",149
"15415",2047,12491.1929912489,"high.harvest",149
"15416",2048,10477.0864974865,"high.harvest",149
"15417",2049,17799.1380800412,"high.harvest",149
"15418",2050,22527.1877680206,"high.harvest",149
"15419",2051,21351.2717078562,"high.harvest",149
"15420",2052,19863.9083460999,"high.harvest",149
"15421",2023,22451.7184908127,"high.harvest",7999
"15422",2024,26446.2613982757,"high.harvest",7999
"15423",2025,27577.9331016126,"high.harvest",7999
"15424",2026,206683.546767448,"high.harvest",7999
"15425",2027,285370.254982381,"high.harvest",7999
"15426",2028,198176.373930251,"high.harvest",7999
"15427",2029,126728.560657286,"high.harvest",7999
"15428",2030,75556.3677741112,"high.harvest",7999
"15429",2031,45042.5059316949,"high.harvest",7999
"15430",2032,33876.7402049474,"high.harvest",7999
"15431",2033,19630.2271382579,"high.harvest",7999
"15432",2034,52469.0037598183,"high.harvest",7999
"15433",2035,106582.201806116,"high.harvest",7999
"15434",2036,83548.1933887112,"high.harvest",7999
"15435",2037,54395.4506504221,"high.harvest",7999
"15436",2038,32016.2058443087,"high.harvest",7999
"15437",2039,18142.0769821314,"high.harvest",7999
"15438",2040,33832.2741391405,"high.harvest",7999
"15439",2041,60423.0084794288,"high.harvest",7999
"15440",2042,43933.2700890522,"high.harvest",7999
"15441",2043,36401.2142190791,"high.harvest",7999
"15442",2044,26009.9093801275,"high.harvest",7999
"15443",2045,18765.6411738295,"high.harvest",7999
"15444",2046,18395.5429922718,"high.harvest",7999
"15445",2047,17387.2846387367,"high.harvest",7999
"15446",2048,17411.8806832094,"high.harvest",7999
"15447",2049,18016.1453783071,"high.harvest",7999
"15448",2050,15397.561170617,"high.harvest",7999
"15449",2051,25868.8950633923,"high.harvest",7999
"15450",2052,0,"high.harvest",7999
"15451",2023,21491.290387121,"high.harvest",6918
"15452",2024,25432.0141432474,"high.harvest",6918
"15453",2025,24228.8716161606,"high.harvest",6918
"15454",2026,21362.1011530081,"high.harvest",6918
"15455",2027,19078.680921637,"high.harvest",6918
