"","year","biomass","control.rule","sim"
"54",2046,12617.5339907784,"base",7557
"55",2047,14385.8489028774,"base",7557
"56",2048,0,"base",7557
"57",2049,0,"base",7557
"58",2050,0,"base",7557
"59",2051,0,"base",7557
"60",2052,0,"base",7557
"61",2023,19415.9300720204,"base",1105
"62",2024,22776.5673872477,"base",1105
"63",2025,23869.581531441,"base",1105
"64",2026,30082.3856503095,"base",1105
"65",2027,119979.749476262,"base",1105
"66",2028,160462.279310768,"base",1105
"67",2029,142506.053664509,"base",1105
"68",2030,122607.795801248,"base",1105
"69",2031,107864.601699372,"base",1105
"70",2032,95982.7153157412,"base",1105
"71",2033,80029.1247399768,"base",1105
"72",2034,77268.3889771153,"base",1105
"73",2035,93092.2048498085,"base",1105
"74",2036,113009.390058338,"base",1105
"75",2037,123532.555589225,"base",1105
"76",2038,115635.267744789,"base",1105
"77",2039,96513.8317606129,"base",1105
"78",2040,74654.3831607487,"base",1105
"79",2041,51476.0868416275,"base",1105
"80",2042,33838.6906229172,"base",1105
"81",2043,20881.6564052172,"base",1105
"82",2044,14004.8355778233,"base",1105
"83",2045,14050.4888382008,"base",1105
"84",2046,23568.2366436421,"base",1105
"85",2047,30554.7809093641,"base",1105
"86",2048,32268.4259723076,"base",1105
"87",2049,43048.8204376893,"base",1105
"88",2050,47097.3624841151,"base",1105
"89",2051,43997.7849083726,"base",1105
"90",2052,43650.7956844218,"base",1105
"91",2023,15521.3874908693,"base",9935
"92",2024,16738.8461724765,"base",9935
"93",2025,16349.0677831643,"base",9935
"94",2026,14921.3239189589,"base",9935
"95",2027,14251.456635658,"base",9935
"96",2028,15192.131874142,"base",9935
"97",2029,53617.3985084952,"base",9935
"98",2030,82214.6352478757,"base",9935
"99",2031,66265.4804904236,"base",9935
"100",2032,50306.426009778,"base",9935
"101",2033,38822.0041170069,"base",9935
"102",2034,58121.1606179085,"base",9935
"103",2035,76669.7081792089,"base",9935
"104",2036,61865.9659526003,"base",9935
"105",2037,50109.2265639214,"base",9935
"106",2038,38207.2947428897,"base",9935
"107",2039,29542.3225261395,"base",9935
"108",2040,58480.5253207516,"base",9935
"109",2041,81171.0219958517,"base",9935
"110",2042,65742.0106520345,"base",9935
"111",2043,51630.442110308,"base",9935
"112",2044,37480.5844119861,"base",9935
"113",2045,29025.0312746822,"base",9935
"114",2046,26076.1861032527,"base",9935
"115",2047,19860.7750255322,"base",9935
"116",2048,24284.8723594155,"base",9935
"117",2049,32955.5796987026,"base",9935
"118",2050,31472.6344895832,"base",9935
"119",2051,25032.1604819783,"base",9935
"120",2052,21695.1983812123,"base",9935
"121",2023,28889.2912614138,"base",311
"122",2024,34540.7980557538,"base",311
"123",2025,36818.7027655363,"base",311
"124",2026,35403.9038680563,"base",311
"125",2027,43404.5787169362,"base",311
"126",2028,59271.2141626329,"base",311
"127",2029,55524.0212252549,"base",311
"128",2030,46035.2134661709,"base",311
"129",2031,40819.4501377458,"base",311
"130",2032,78854.8501536847,"base",311
"131",2033,96513.9999436661,"base",311
"132",2034,84310.8093452799,"base",311
"133",2035,95148.9918349332,"base",311
"134",2036,143198.656808015,"base",311
"135",2037,151923.948828588,"base",311
"136",2038,131225.920787085,"base",311
"137",2039,101362.864456986,"base",311
"138",2040,90941.6895730307,"base",311
"139",2041,80677.4766317891,"base",311
"140",2042,63421.6334429994,"base",311
"141",2043,56656.158930439,"base",311
"142",2044,50492.9229839474,"base",311
"143",2045,42219.6562745962,"base",311
"144",2046,34415.4821738875,"base",311
"145",2047,26079.836737187,"base",311
"146",2048,22644.8632696941,"base",311
"147",2049,20384.3829716838,"base",311
"148",2050,17005.8386805518,"base",311
"149",2051,15490.5506946559,"base",311
"150",2052,14198.1167167741,"base",311
"151",2023,18280.1601682548,"base",7207
"152",2024,21071.4730646066,"base",7207
"153",2025,21571.3001303242,"base",7207
"154",2026,19932.4268991628,"base",7207
"155",2027,20821.7346566626,"base",7207
"156",2028,27468.0366316142,"base",7207
"157",2029,26448.7827592127,"base",7207
"158",2030,22882.6013409772,"base",7207
"159",2031,25624.0020256043,"base",7207
"160",2032,35147.139340489,"base",7207
"161",2033,55224.5950737838,"base",7207
"162",2034,54575.0648545546,"base",7207
"163",2035,46347.8618924245,"base",7207
"164",2036,36793.6430410137,"base",7207
"165",2037,37738.9869418668,"base",7207
"166",2038,39544.9197006014,"base",7207
"167",2039,34914.8486538165,"base",7207
"168",2040,45909.488936015,"base",7207
"169",2041,55766.6480133342,"base",7207
"170",2042,49050.1920341334,"base",7207
"171",2043,40587.7698792279,"base",7207
"172",2044,33866.5890684212,"base",7207
"173",2045,26812.0298746782,"base",7207
"174",2046,27225.7421037566,"base",7207
"175",2047,24710.7343945869,"base",7207
"176",2048,20759.924538185,"base",7207
"177",2049,19268.9612118063,"base",7207
"178",2050,20273.1679510946,"base",7207
"179",2051,20436.1903767297,"base",7207
"180",2052,19267.529997182,"base",7207
"181",2023,17301.0556065319,"base",7579
"182",2024,18707.1428290487,"base",7579
"183",2025,19368.158406948,"base",7579
"184",2026,40257.2869879271,"base",7579
"185",2027,53700.8586068415,"base",7579
"186",2028,44652.4837900121,"base",7579
"187",2029,39845.8782986162,"base",7579
"188",2030,36336.1045512918,"base",7579
"189",2031,52948.1243480946,"base",7579
"190",2032,60451.4885690096,"base",7579
"191",2033,52835.7535790335,"base",7579
"192",2034,45696.8489234175,"base",7579
"193",2035,34156.5352178422,"base",7579
"194",2036,26950.743027594,"base",7579
"195",2037,25949.0337448445,"base",7579
"196",2038,22473.5647928031,"base",7579
"197",2039,39586.5590094034,"base",7579
"198",2040,50134.1076519734,"base",7579
"199",2041,46684.6176057871,"base",7579
"200",2042,40223.4303444139,"base",7579
"201",2043,30556.4928829716,"base",7579
"202",2044,26147.5528773793,"base",7579
"203",2045,23158.4143008092,"base",7579
"204",2046,19247.0828586357,"base",7579
"205",2047,17611.9525260331,"base",7579
"206",2048,14953.7005442745,"base",7579
"207",2049,14196.0453916425,"base",7579
"208",2050,13914.6478582791,"base",7579
"209",2051,0,"base",7579
"210",2052,0,"base",7579
"211",2023,23238.2130745649,"base",7284
"212",2024,25387.6838543295,"base",7284
"213",2025,27987.1527425461,"base",7284
"214",2026,28687.2376399699,"base",7284
"215",2027,44385.4172047374,"base",7284
"216",2028,56061.1722457557,"base",7284
"217",2029,44136.9496915327,"base",7284
"218",2030,40158.8103281403,"base",7284
"219",2031,62963.2427109114,"base",7284
"220",2032,81770.8752220891,"base",7284
"221",2033,86325.002050293,"base",7284
"222",2034,71589.8399616231,"base",7284
"223",2035,59109.7548805234,"base",7284
"224",2036,53829.8878655909,"base",7284
"225",2037,54797.9153910733,"base",7284
"226",2038,59721.1849944647,"base",7284
"227",2039,50957.8062333947,"base",7284
"228",2040,36748.4195653799,"base",7284
"229",2041,32194.961492858,"base",7284
"230",2042,30272.4751355891,"base",7284
"231",2043,30305.8744846983,"base",7284
"232",2044,28878.2359127534,"base",7284
"233",2045,21475.8496793892,"base",7284
"234",2046,19170.7915370342,"base",7284
"235",2047,18521.9822403376,"base",7284
"236",2048,16719.1408689394,"base",7284
"237",2049,15259.2478232549,"base",7284
"238",2050,13916.6006345024,"base",7284
"239",2051,32719.1764953095,"base",7284
"240",2052,44559.8159219759,"base",7284
"241",2023,29464.8964185387,"base",9467
"242",2024,35836.4654462086,"base",9467
"243",2025,37596.5299223303,"base",9467
"244",2026,37007.1711494674,"base",9467
"245",2027,33348.7657538423,"base",9467
"246",2028,32362.5252379075,"base",9467
"247",2029,57542.6106685832,"base",9467
"248",2030,79496.8299426031,"base",9467
"249",2031,80212.438837787,"base",9467
"250",2032,77535.0164854331,"base",9467
"251",2033,74534.2778109794,"base",9467
"252",2034,66230.8267891427,"base",9467
"253",2035,66458.9441495239,"base",9467
"254",2036,55786.6680497223,"base",9467
"255",2037,53739.9386369534,"base",9467
"256",2038,48083.789796989,"base",9467
"257",2039,38277.661016862,"base",9467
"258",2040,31025.8108720897,"base",9467
"259",2041,32770.5565117246,"base",9467
"260",2042,29079.884837726,"base",9467
"261",2043,23573.3301235758,"base",9467
"262",2044,16622.1580721662,"base",9467
"263",2045,13692.1652238891,"base",9467
"264",2046,12762.6827809978,"base",9467
"265",2047,11926.0107808147,"base",9467
"266",2048,8761.7727103728,"base",9467
"267",2049,7076.86744273544,"base",9467
"268",2050,8549.78548714877,"base",9467
"269",2051,9933.34573041211,"base",9467
"270",2052,10354.802234192,"base",9467
"271",2023,24307.8515901694,"base",3190
"272",2024,27474.2509172566,"base",3190
"273",2025,25820.1361578701,"base",3190
"274",2026,22810.3570183708,"base",3190
"275",2027,21287.7637027338,"base",3190
"276",2028,20422.4523241825,"base",3190
"277",2029,17478.994216604,"base",3190
"278",2030,15137.7743129094,"base",3190
"279",2031,14946.1915047134,"base",3190
"280",2032,45844.4354630327,"base",3190
"281",2033,74531.1088299687,"base",3190
"282",2034,63458.6163090289,"base",3190
"283",2035,47113.096309977,"base",3190
"284",2036,35697.7384548654,"base",3190
"285",2037,33054.3563932261,"base",3190
"286",2038,39654.6945924779,"base",3190
"287",2039,57962.8768558967,"base",3190
"288",2040,58246.2195479875,"base",3190
"289",2041,102396.897667971,"base",3190
"290",2042,105955.555393309,"base",3190
"291",2043,81162.5140080123,"base",3190
"292",2044,57817.8704211754,"base",3190
"293",2045,39264.5998331958,"base",3190
"294",2046,28364.0828466407,"base",3190
"295",2047,24081.477366619,"base",3190
"296",2048,15534.3389871654,"base",3190
"297",2049,12532.274249364,"base",3190
"298",2050,11044.6830140304,"base",3190
"299",2051,10848.373690358,"base",3190
"300",2052,11036.1966167863,"base",3190
"301",2023,18264.0770033157,"base",9167
"302",2024,22054.6282272835,"base",9167
"303",2025,22093.0749471473,"base",9167
"304",2026,33464.209352754,"base",9167
"305",2027,46075.0708999022,"base",9167
"306",2028,47747.0320515701,"base",9167
"307",2029,42396.0930893064,"base",9167
"308",2030,34486.5677806081,"base",9167
"309",2031,38915.3451335752,"base",9167
"310",2032,69729.2070270212,"base",9167
"311",2033,71446.0156349941,"base",9167
"312",2034,59748.7076582308,"base",9167
"313",2035,49631.8475362124,"base",9167
"314",2036,38664.5377569731,"base",9167
"315",2037,42582.8473819018,"base",9167
"316",2038,46938.4282213162,"base",9167
"317",2039,40074.543096079,"base",9167
"318",2040,51930.2762102373,"base",9167
"319",2041,95209.5259711642,"base",9167
"320",2042,99722.743912695,"base",9167
"321",2043,84132.0113668686,"base",9167
"322",2044,65134.9133600056,"base",9167
"323",2045,48938.0733308492,"base",9167
"324",2046,44911.1263054118,"base",9167
"325",2047,36469.2318833642,"base",9167
"326",2048,24765.4514736341,"base",9167
"327",2049,19905.3166797976,"base",9167
"328",2050,18238.4137906326,"base",9167
"329",2051,16953.1720987022,"base",9167
"330",2052,16178.2268049397,"base",9167
"331",2023,18889.7138214277,"base",1819
"332",2024,21282.6715449168,"base",1819
"333",2025,21265.1899233472,"base",1819
"334",2026,24279.7038231459,"base",1819
"335",2027,35185.4475331968,"base",1819
"336",2028,41807.1377186067,"base",1819
"337",2029,35217.9156621856,"base",1819
"338",2030,28307.3850289598,"base",1819
"339",2031,33541.9623210174,"base",1819
"340",2032,39865.8616599274,"base",1819
"341",2033,34310.6096365629,"base",1819
"342",2034,51647.2635776398,"base",1819
"343",2035,61105.5047763233,"base",1819
"344",2036,50574.2357103234,"base",1819
"345",2037,48284.2232882705,"base",1819
"346",2038,41659.6909764164,"base",1819
"347",2039,35080.7671102937,"base",1819
"348",2040,34008.59086531,"base",1819
"349",2041,66101.1112896324,"base",1819
"350",2042,74573.9539963452,"base",1819
"351",2043,61813.5060730269,"base",1819
"352",2044,48273.2102491583,"base",1819
"353",2045,36099.0353622183,"base",1819
"354",2046,30246.8325263209,"base",1819
"355",2047,25924.179387031,"base",1819
"356",2048,16534.2909067038,"base",1819
"357",2049,14092.7628873775,"base",1819
"358",2050,14823.2108903518,"base",1819
"359",2051,15371.5170689662,"base",1819
"360",2052,14201.1905448894,"base",1819
"361",2023,19292.7968240031,"base",5636
"362",2024,20496.4451502604,"base",5636
"363",2025,21376.0518345546,"base",5636
"364",2026,32157.4020704208,"base",5636
"365",2027,108488.932139957,"base",5636
"366",2028,118262.298788515,"base",5636
"367",2029,96920.6904545804,"base",5636
"368",2030,259912.74472642,"base",5636
"369",2031,261893.806362224,"base",5636
"370",2032,199708.576871386,"base",5636
"371",2033,148811.237105428,"base",5636
"372",2034,113350.515163117,"base",5636
"373",2035,86043.9253257195,"base",5636
"374",2036,73728.6144054863,"base",5636
"375",2037,77005.5328580246,"base",5636
"376",2038,70626.6903220162,"base",5636
"377",2039,70041.332868312,"base",5636
"378",2040,67369.6485014082,"base",5636
"379",2041,64310.0823518501,"base",5636
"380",2042,53246.4035267572,"base",5636
"381",2043,39853.2536098653,"base",5636
"382",2044,29298.9548765973,"base",5636
"383",2045,23802.7695431831,"base",5636
"384",2046,0,"base",5636
"385",2047,0,"base",5636
"386",2048,0,"base",5636
"387",2049,0,"base",5636
"388",2050,0,"base",5636
"389",2051,0,"base",5636
"390",2052,0,"base",5636
"391",2023,18474.8322041707,"base",7764
"392",2024,19054.4749856076,"base",7764
"393",2025,19460.461042696,"base",7764
"394",2026,18004.7751413988,"base",7764
"395",2027,15841.9816923831,"base",7764
"396",2028,15183.8325276349,"base",7764
"397",2029,14685.5958159781,"base",7764
"398",2030,17589.1772203921,"base",7764
"399",2031,24637.6966283352,"base",7764
"400",2032,26366.4943731272,"base",7764
"401",2033,26086.9011710533,"base",7764
"402",2034,28551.0128520291,"base",7764
"403",2035,28020.6174277648,"base",7764
"404",2036,36151.9355011054,"base",7764
"405",2037,38301.6351793488,"base",7764
"406",2038,31116.5085366617,"base",7764
"407",2039,36486.3762704484,"base",7764
"408",2040,38180.6468617341,"base",7764
"409",2041,32328.2791519141,"base",7764
"410",2042,25719.9371716445,"base",7764
"411",2043,19497.1901245701,"base",7764
"412",2044,16186.3567843257,"base",7764
"413",2045,12970.1298735392,"base",7764
"414",2046,10009.2951471311,"base",7764
"415",2047,7964.93052807037,"base",7764
"416",2048,7593.44551994489,"base",7764
"417",2049,7551.24884512213,"base",7764
"418",2050,11044.0296455273,"base",7764
"419",2051,13213.3242085628,"base",7764
"420",2052,13555.5249434742,"base",7764
"421",2023,17899.7590451833,"base",6535
"422",2024,18905.1370624449,"base",6535
"423",2025,18165.0638510056,"base",6535
"424",2026,21146.3476308495,"base",6535
"425",2027,37272.0531595687,"base",6535
"426",2028,39377.1568903652,"base",6535
"427",2029,29686.7281140285,"base",6535
"428",2030,39019.1349112258,"base",6535
"429",2031,62175.1001638326,"base",6535
"430",2032,65434.306759179,"base",6535
"431",2033,59103.7583953954,"base",6535
"432",2034,52504.1835955416,"base",6535
"433",2035,42632.5902415046,"base",6535
"434",2036,44277.812206838,"base",6535
"435",2037,44433.1265343189,"base",6535
"436",2038,46096.8450980136,"base",6535
"437",2039,41956.5820274521,"base",6535
"438",2040,35823.5130525487,"base",6535
"439",2041,30712.5695219954,"base",6535
"440",2042,27452.824883386,"base",6535
"441",2043,26491.5916225806,"base",6535
"442",2044,22873.704627286,"base",6535
"443",2045,20610.8591743923,"base",6535
"444",2046,18174.3117360725,"base",6535
"445",2047,15313.9250777688,"base",6535
"446",2048,14819.9014043664,"base",6535
"447",2049,12385.423894398,"base",6535
"448",2050,14728.0505924102,"base",6535
"449",2051,16158.8539202051,"base",6535
"450",2052,15624.8739796583,"base",6535
"451",2023,23515.6203878349,"base",6163
"452",2024,26559.107347473,"base",6163
"453",2025,26357.1574896271,"base",6163
"454",2026,321364.613809257,"base",6163
"455",2027,487618.864642721,"base",6163
"456",2028,419569.885307742,"base",6163
"457",2029,323996.783307672,"base",6163
"458",2030,227379.563592422,"base",6163
"459",2031,167294.646120173,"base",6163
"460",2032,126664.229191823,"base",6163
"461",2033,55465.8257251318,"base",6163
"462",2034,32542.844370945,"base",6163
"463",2035,34236.9334046271,"base",6163
"464",2036,42739.982119764,"base",6163
"465",2037,68077.607079299,"base",6163
"466",2038,68902.3252824555,"base",6163
"467",2039,63075.3069914413,"base",6163
"468",2040,51398.4976505442,"base",6163
"469",2041,49696.869672529,"base",6163
"470",2042,45927.0761785856,"base",6163
"471",2043,41771.8013296599,"base",6163
"472",2044,35575.8133074433,"base",6163
"473",2045,32995.4780872476,"base",6163
"474",2046,28971.097651609,"base",6163
"475",2047,0,"base",6163
"476",2048,0,"base",6163
"477",2049,0,"base",6163
"478",2050,0,"base",6163
"479",2051,0,"base",6163
"480",2052,0,"base",6163
"481",2023,19481.4055175968,"base",3606
"482",2024,20825.0378398274,"base",3606
"483",2025,21088.251081325,"base",3606
"484",2026,21164.3380828282,"base",3606
"485",2027,29070.0467131722,"base",3606
"486",2028,35696.9546900287,"base",3606
"487",2029,30900.3961790971,"base",3606
"488",2030,26652.6408372031,"base",3606
"489",2031,61632.686236945,"base",3606
"490",2032,81315.2753318223,"base",3606
"491",2033,68453.5269195608,"base",3606
"492",2034,70143.4366353831,"base",3606
"493",2035,73781.7806869903,"base",3606
"494",2036,63746.8417276624,"base",3606
"495",2037,56312.2970268045,"base",3606
"496",2038,44175.0203121918,"base",3606
"497",2039,67633.8199830542,"base",3606
"498",2040,71929.8530007257,"base",3606
"499",2041,69141.6915763328,"base",3606
"500",2042,61033.4563931257,"base",3606
"501",2043,45903.7185082375,"base",3606
"502",2044,33263.9584855565,"base",3606
"503",2045,39022.7471407661,"base",3606
"504",2046,41247.9730059211,"base",3606
"505",2047,36697.8515083618,"base",3606
"506",2048,30115.1169689389,"base",3606
"507",2049,27219.314238173,"base",3606
"508",2050,28602.2941185316,"base",3606
"509",2051,27737.6063564343,"base",3606
"510",2052,0,"base",3606
"511",2023,15407.0079871881,"base",2405
"512",2024,18375.5413763897,"base",2405
"513",2025,20362.6625215012,"base",2405
"514",2026,26309.5645694887,"base",2405
"515",2027,30914.0954937771,"base",2405
"516",2028,36130.0878994736,"base",2405
"517",2029,43342.5968473601,"base",2405
"518",2030,41317.4312766764,"base",2405
"519",2031,35556.8588081322,"base",2405
"520",2032,31219.100823225,"base",2405
"521",2033,29865.965757935,"base",2405
"522",2034,33193.8034206621,"base",2405
"523",2035,29516.0006620966,"base",2405
"524",2036,25989.3882933695,"base",2405
"525",2037,29575.7497211177,"base",2405
"526",2038,41375.3267313765,"base",2405
"527",2039,50250.8335369587,"base",2405
"528",2040,43213.2642433105,"base",2405
"529",2041,39966.4759742779,"base",2405
"530",2042,38056.5530060454,"base",2405
"531",2043,31369.2520018888,"base",2405
"532",2044,24299.9055516572,"base",2405
"533",2045,18931.2138725083,"base",2405
"534",2046,15966.543139688,"base",2405
"535",2047,14860.663336461,"base",2405
"536",2048,19506.2056168119,"base",2405
"537",2049,24734.9669679771,"base",2405
"538",2050,24133.6692339417,"base",2405
"539",2051,23302.1346142529,"base",2405
"540",2052,20903.6004587404,"base",2405
"541",2023,20386.781628622,"base",1582
"542",2024,21682.3664483647,"base",1582
"543",2025,22531.9462073417,"base",1582
"544",2026,44547.7792108048,"base",1582
"545",2027,54862.1606107365,"base",1582
"546",2028,48247.8146477792,"base",1582
"547",2029,36373.6131220721,"base",1582
"548",2030,30780.6889112904,"base",1582
"549",2031,36833.3773629923,"base",1582
"550",2032,64631.9120459254,"base",1582
"551",2033,136979.595383719,"base",1582
"552",2034,135911.59365029,"base",1582
"553",2035,110453.055794198,"base",1582
"554",2036,125488.519855702,"base",1582
"555",2037,128119.86274727,"base",1582
"556",2038,117554.811637342,"base",1582
"557",2039,122565.595446746,"base",1582
"558",2040,95081.8653244511,"base",1582
"559",2041,71036.6540415289,"base",1582
"560",2042,51247.519098458,"base",1582
"561",2043,33050.3289093557,"base",1582
"562",2044,23016.9638913978,"base",1582
"563",2045,20753.687651212,"base",1582
"564",2046,15714.360919295,"base",1582
"565",2047,15468.7947605907,"base",1582
"566",2048,14224.8131347658,"base",1582
"567",2049,13927.1339651639,"base",1582
"568",2050,13371.3452454245,"base",1582
"569",2051,13448.438262653,"base",1582
"570",2052,12344.9995991283,"base",1582
"571",2023,16571.1568099589,"base",2923
"572",2024,20246.7975848658,"base",2923
"573",2025,21742.7408107177,"base",2923
"574",2026,23330.2025438632,"base",2923
"575",2027,23206.888063279,"base",2923
"576",2028,27814.4399578609,"base",2923
"577",2029,28858.7864696827,"base",2923
"578",2030,25617.3007388816,"base",2923
"579",2031,28215.4838520986,"base",2923
"580",2032,29043.4787164042,"base",2923
"581",2033,30859.2864434292,"base",2923
"582",2034,33361.2050090552,"base",2923
"583",2035,48213.0270061426,"base",2923
"584",2036,49823.9301193611,"base",2923
"585",2037,57382.114621307,"base",2923
"586",2038,58040.1128790324,"base",2923
"587",2039,51347.4028980027,"base",2923
"588",2040,41353.7670990535,"base",2923
"589",2041,31880.8624451297,"base",2923
"590",2042,20729.196513316,"base",2923
"591",2043,18961.7371940284,"base",2923
"592",2044,15643.3612735305,"base",2923
"593",2045,11899.6018158202,"base",2923
"594",2046,10352.4386558936,"base",2923
"595",2047,10149.0132150178,"base",2923
"596",2048,11037.704931859,"base",2923
"597",2049,11876.5530277919,"base",2923
"598",2050,10819.1219497839,"base",2923
"599",2051,10938.9784332725,"base",2923
"600",2052,10988.3861566135,"base",2923
"601",2023,25848.2875476763,"base",1511
"602",2024,29674.9246521473,"base",1511
"603",2025,30202.1858797489,"base",1511
"604",2026,34308.1939193811,"base",1511
"605",2027,55797.9385863042,"base",1511
"606",2028,68362.7850863837,"base",1511
"607",2029,53682.9824866309,"base",1511
"608",2030,41032.351251346,"base",1511
"609",2031,37615.9272258745,"base",1511
"610",2032,55460.6418714338,"base",1511
"611",2033,67618.6001283135,"base",1511
"612",2034,54249.8798046358,"base",1511
"613",2035,47346.6156663468,"base",1511
"614",2036,41931.6474028506,"base",1511
"615",2037,35337.6689884499,"base",1511
"616",2038,37068.680966402,"base",1511
"617",2039,35357.4404438225,"base",1511
"618",2040,34425.5362468481,"base",1511
"619",2041,34789.86751469,"base",1511
"620",2042,29809.8578481505,"base",1511
"621",2043,24947.6122187416,"base",1511
"622",2044,31239.5946750691,"base",1511
"623",2045,39277.9903210001,"base",1511
"624",2046,41997.3152029066,"base",1511
"625",2047,37293.1833426633,"base",1511
"626",2048,30022.6858038055,"base",1511
"627",2049,27136.8297661646,"base",1511
"628",2050,24809.8581752565,"base",1511
"629",2051,23569.0816420642,"base",1511
"630",2052,23298.399367495,"base",1511
"631",2023,19935.8817108527,"base",2557
"632",2024,24449.1425241582,"base",2557
"633",2025,26512.3342161685,"base",2557
"634",2026,33752.8490629086,"base",2557
"635",2027,39685.6932075733,"base",2557
"636",2028,41728.2778181243,"base",2557
"637",2029,44394.0029621407,"base",2557
"638",2030,51886.2114805976,"base",2557
"639",2031,49910.735968455,"base",2557
"640",2032,43031.1978883252,"base",2557
"641",2033,32773.0562323921,"base",2557
"642",2034,26018.9443130678,"base",2557
"643",2035,23577.3701801325,"base",2557
"644",2036,20879.9608422958,"base",2557
"645",2037,17602.701243286,"base",2557
"646",2038,40955.9565062944,"base",2557
"647",2039,64041.4917476799,"base",2557
"648",2040,59453.9397294572,"base",2557
"649",2041,49097.1353647237,"base",2557
"650",2042,36987.5958305725,"base",2557
"651",2043,30338.8643637431,"base",2557
"652",2044,27700.3424740473,"base",2557
"653",2045,17615.2844919674,"base",2557
"654",2046,13257.8679314626,"base",2557
"655",2047,13077.4035099978,"base",2557
"656",2048,13488.2342993408,"base",2557
"657",2049,13766.9690695363,"base",2557
"658",2050,11904.8844586635,"base",2557
"659",2051,11184.3610410912,"base",2557
"660",2052,11349.0356790687,"base",2557
"661",2023,20917.3415450205,"base",7572
"662",2024,23794.6599225601,"base",7572
"663",2025,24785.7907400325,"base",7572
"664",2026,24663.2820890632,"base",7572
"665",2027,27120.823670664,"base",7572
"666",2028,33260.1962118918,"base",7572
"667",2029,29162.3852166488,"base",7572
"668",2030,23846.7150953603,"base",7572
"669",2031,32614.8689246409,"base",7572
"670",2032,39393.8002700641,"base",7572
"671",2033,52416.404187785,"base",7572
"672",2034,54982.9907464309,"base",7572
"673",2035,58660.8300389297,"base",7572
"674",2036,73076.5738799344,"base",7572
"675",2037,73608.2774615722,"base",7572
"676",2038,60864.0141210687,"base",7572
"677",2039,63422.0015906231,"base",7572
"678",2040,56945.1966460631,"base",7572
"679",2041,46877.909323742,"base",7572
"680",2042,34400.046155872,"base",7572
"681",2043,21663.4668386688,"base",7572
"682",2044,15624.5445365484,"base",7572
"683",2045,13488.1938061394,"base",7572
"684",2046,8423.91011621742,"base",7572
"685",2047,6343.19978846376,"base",7572
"686",2048,5649.33142136962,"base",7572
"687",2049,5706.15563947652,"base",7572
"688",2050,5850.86041616162,"base",7572
"689",2051,5740.38508019052,"base",7572
"690",2052,5862.01530107795,"base",7572
"691",2023,21995.3435353185,"base",1520
"692",2024,23434.6360500023,"base",1520
"693",2025,20980.3076332202,"base",1520
"694",2026,21007.2998597078,"base",1520
"695",2027,24985.1021845755,"base",1520
"696",2028,24301.66099816,"base",1520
"697",2029,20219.8244792466,"base",1520
"698",2030,16575.8255004928,"base",1520
"699",2031,21979.6776059277,"base",1520
"700",2032,26434.5329589063,"base",1520
"701",2033,30482.0942262283,"base",1520
"702",2034,28345.317626444,"base",1520
"703",2035,24502.2678060434,"base",1520
"704",2036,26428.1625601819,"base",1520
"705",2037,26429.5241455657,"base",1520
"706",2038,24631.6921636413,"base",1520
"707",2039,21007.9574177183,"base",1520
"708",2040,27094.4446821962,"base",1520
"709",2041,35119.230000585,"base",1520
"710",2042,35534.5969635623,"base",1520
"711",2043,31464.3450803887,"base",1520
